"Eff_Date","Course_ID","Offer_Nbr","TTble_for_SPlus","Est_Enrol_Total","Enrol_Component","Summer_Semester","Semester_1","Winter_Semester","Semester_2","Trimester_1","Trimester_2","Trimester_3","Quadmester_1","Quadmester_2","Quadmester_3","Quadmester_4","PCE_1","PCE_2","PCE_3","Summer_Crse_Coordinator","Sem1_Crse_Coordinator","Winter_Crse_Coordinator","Sem2_Crse_Coordinator","Tri1_Crse_Coordinator","Tri2_Crse_Coordinator","Tri3_Crse_Coordinator","Quad1_Crse_Coordinator","Quad2_Crse_Coordinator","Quad3_Crse_Coordinator","Quad4_Crse_Coordinator","PCE1_Crse_Coordinator","PCE2_Crse_Coordinator","PCE3_Crse_Coordinator"
"01/01/2017","103799","1","N","25","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","103800","1","N","10","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","103807","1","N","50","LEC","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","1077896","","1077896","","","","","","","","","",""
"01/01/2017","103808","1","N","50","LEC","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","1077896","","1077896","","","","","","","","","",""
"01/01/2017","103826","1","N","20","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1030832","","","","","","","","","","","",""
"01/01/2017","103827","1","N","20","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1030832","","","","","","","","","",""
"01/01/2017","103828","1","Y","60","LEC","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1064916","","","","","","","","","","","",""
"01/01/2017","103828","2","N","60","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1064916","","","","","","","","","","","",""
"01/01/2017","103832","1","N","20","WRK","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","1000904","","1000904","","","","","","","","","",""
"01/01/2017","103833","1","N","20","WRK","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","1000904","","1000904","","","","","","","","","",""
"01/01/2017","103834","1","N","20","WRK","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","1000904","","1000904","","","","","","","","","",""
"01/01/2017","103835","1","N","20","WRK","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","1000904","","1000904","","","","","","","","","",""
"01/01/2017","103837","1","Y","25","SEM","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1222552","","","","","","","","","",""
"01/01/2017","103838","1","N","25","SEM","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","103853","1","N","1","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","1108461","","1108461","","","","","","","","","",""
"01/01/2017","103854","1","N","1","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","1108461","","1108461","","","","","","","","","",""
"01/01/2017","103856","1","Y","15","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1082828","","","","","","","","","","","",""
"01/01/2017","103857","1","Y","15","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1082828","","","","","","","","","",""
"01/01/2017","103868","1","N","20","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","1615247","","1615247","","","","","","","","","",""
"01/01/2017","103869","1","N","15","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","1615247","","1615247","","","","","","","","","",""
"01/01/2017","103870","1","N","15","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","1615247","","1615247","","","","","","","","","",""
"01/01/2017","103890","1","Y","20","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1167691","","","","","","","","","",""
"01/01/2017","103891","1","Y","20","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1066198","","","","","","","","","","","",""
"01/01/2017","103893","1","N","100","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","103898","1","N","45","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1172030","","","","","","","","","","","",""
"01/01/2017","103899","1","N","45","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1172030","","","","","","","","","",""
"01/01/2017","103902","1","N","10","IND","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","103902","2","N","10","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","103907","1","N","100","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","103909","1","N","100","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","103910","1","N","25","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","103911","1","N","100","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","103919","1","N","100","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","103920","1","N","100","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","103921","1","N","100","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","103926","1","N","100","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","103927","1","N","100","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","103931","1","N","100","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","103933","1","N","100","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","103940","1","N","30","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","103941","1","N","30","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","103947","1","Y","50","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1063023","","","","","","","","","",""
"01/01/2017","103950","1","N","10","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","103951","1","N","10","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","103952","1","N","100","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","103957","1","N","20","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","103958","1","N","100","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","103959","1","N","20","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","103960","1","N","10","IND","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","103961","1","Y","200","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1026160","","","","","","","","","","","",""
"01/01/2017","103961","2","Y","35","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1026160","","","","","","","","","","","",""
"01/01/2017","103962","1","Y","50","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1184980","","","","","","","","","",""
"01/01/2017","103962","2","Y","20","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1184980","","","","","","","","","",""
"01/01/2017","103963","1","Y","600","","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","1002433","1067398","","","","","","","","","","","",""
"01/01/2017","103963","2","Y","35","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1067398","","","","","","","","","","","",""
"01/01/2017","103964","1","Y","220","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1132363","","","","","","","","","",""
"01/01/2017","103964","2","Y","35","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1132363","","","","","","","","","",""
"01/01/2017","103965","1","Y","95","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1165053","","","","","","","","","","","",""
"01/01/2017","103966","1","Y","185","LEC","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1202908","","","","","","","","","",""
"01/01/2017","103966","2","Y","5","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1202908","","","","","","","","","",""
"01/01/2017","103967","1","Y","200","TUT","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1089504","","","","","","","","","","","",""
"01/01/2017","103967","2","Y","35","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1089504","","","","","","","","","","","",""
"01/01/2017","103969","1","Y","340","LEC","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1089504","","","","","","","","","",""
"01/01/2017","103969","2","Y","35","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1089504","","","","","","","","","",""
"01/01/2017","103970","1","Y","80","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1001135","","","","","","","","","",""
"01/01/2017","103970","2","Y","70","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1001135","","","","","","","","","",""
"01/01/2017","103971","1","Y","300","SGD","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","103971","3","Y","20","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","103972","1","Y","450","TUT","Y","N","N","Y","N","N","N","N","N","N","N","N","N","N","1065881","","","1065881","","","","","","","","","",""
"01/01/2017","103972","2","Y","35","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1065881","","","","","","","","","",""
"01/01/2017","103974","1","N","10","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1112961","","","","","","","","","",""
"01/01/2017","103976","1","Y","10","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1153508","","","","","","","","","",""
"01/01/2017","103978","1","Y","10","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1223012","","","","","","","","","",""
"01/01/2017","103981","1","N","30","LEC","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1022609","","","","","","","","","","","",""
"01/01/2017","103981","2","N","35","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1022609","","","","","","","","","","","",""
"01/01/2017","103982","1","Y","280","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1062346","","","","","","","","","",""
"01/01/2017","103982","2","Y","40","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1062346","","","","","","","","","",""
"01/01/2017","103984","1","N","0","LEC","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","103997","1","N","35","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","103998","1","Y","50","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1025754","","","","","","","","","","","",""
"01/01/2017","104003","1","N","10","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1001478","","","","","","","","","",""
"01/01/2017","104006","1","Y","150","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1065538","","","","","","","","","","","",""
"01/01/2017","104006","2","Y","40","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1065538","","","","","","","","","","","",""
"01/01/2017","104035","1","Y","70","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1001428","","","","","","","","","","","",""
"01/01/2017","104065","1","Y","330","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1178531","","","","","","","","","",""
"01/01/2017","104067","1","Y","330","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1221100","","","","","","","","","",""
"01/01/2017","104070","1","Y","20","SEM","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1034448","","","","","","","","","","","",""
"01/01/2017","104080","1","Y","20","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1154907","","","","","","","","","",""
"01/01/2017","104081","1","Y","55","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1154907","","","","","","","","","",""
"01/01/2017","104082","1","N","15","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1221628","","","","","","","","","","","",""
"01/01/2017","104083","1","N","15","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1221628","","","","","","","","","",""
"01/01/2017","104084","1","N","30","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","104085","1","N","30","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","104087","1","N","20","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","1013753","","1071507","","","","","","","","","",""
"01/01/2017","104089","1","N","10","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","104090","1","N","10","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","1071507","","1071507","","","","","","","","","",""
"01/01/2017","104091","1","N","10","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","1071507","","1071507","","","","","","","","","",""
"01/01/2017","104097","1","Y","120","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1037148","","","","","","","","","",""
"01/01/2017","104098","1","Y","60","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1037148","","","","","","","","","",""
"01/01/2017","104099","1","Y","120","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1102970","","","","","","","","","","","",""
"01/01/2017","104100","1","N","6","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","104101","1","Y","60","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1102970","","","","","","","","","","","",""
"01/01/2017","104108","1","N","10","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","104109","1","N","10","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","104110","1","N","35","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","104111","1","N","5","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","104112","1","N","5","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","104113","1","Y","5","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1068850","","","","","","","","","",""
"01/01/2017","104114","1","N","5","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","104115","1","Y","150","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1172653","","","","","","","","","","","",""
"01/01/2017","104116","1","Y","80","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1172653","","","","","","","","","",""
"01/01/2017","104127","1","Y","22","SEM","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1003153","","","","","","","","","",""
"01/01/2017","104128","1","N","10","WRK","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","104129","1","N","22","SEM","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","104130","1","N","20","SEM","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1672143","","","","","","","","","",""
"01/01/2017","104131","1","Y","10","SEM","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1019485","","","","","","","","","",""
"01/01/2017","104138","1","N","50","SEM","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","104139","1","N","20","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","1001633","","1001633","","","","","","","","","",""
"01/01/2017","104140","1","N","35","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","104141","1","N","10","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","104142","1","N","35","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","104143","1","N","35","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","104144","1","N","35","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","104145","1","N","35","","N","Y","Y","Y","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","104153","1","N","10","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","1103374","","1103374","","","","","","","","","",""
"01/01/2017","104154","1","N","10","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1103374","","","","","","","","","",""
"01/01/2017","104167","1","N","30","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","104186","1","N","35","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","104187","1","N","20","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","104203","1","N","10","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","104207","1","N","5","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","1000267","","1000267","","","","","","","","","",""
"01/01/2017","104209","1","Y","90","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1199589","","","","","","","","","","","",""
"01/01/2017","104213","1","N","35","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","104223","1","Y","5","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","1196795","","1196795","","","","","","","","","",""
"01/01/2017","104224","1","Y","5","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","1196795","","1196795","","","","","","","","","",""
"01/01/2017","104226","1","N","100","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","104227","1","N","20","DST","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","1071507","","1071507","","","","","","","","","",""
"01/01/2017","104229","1","Y","280","TUT","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","1189024","","1066357","","","","","","","","","",""
"01/01/2017","104229","2","N","75","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","104230","1","Y","280","WRK","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","1006725","","1006725","","","","","","","","","",""
"01/01/2017","104230","2","N","75","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","104231","1","Y","230","TUT","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","1213414","","1213414","","","","","","","","","",""
"01/01/2017","104231","2","N","75","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","104232","1","Y","270","WRK","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","1117903","","1152067","","","","","","","","","",""
"01/01/2017","104232","2","N","75","","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","104233","1","Y","200","TUT","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","1043051","","1076156","","","","","","","","","",""
"01/01/2017","104233","2","N","75","","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","104234","1","Y","160","TUT","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1202577","","","","","","","","","","","",""
"01/01/2017","104235","1","Y","300","TUT","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1633154","","","","","","","","","",""
"01/01/2017","104235","2","N","30","","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","1215099","","","","","","","","","","","","",""
"01/01/2017","104237","1","Y","240","TUT","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1633154","","","","","","","","","","","",""
"01/01/2017","104237","2","N","60","","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","","","","","","1215099","","","","","","","",""
"01/01/2017","104238","1","Y","100","TUT","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1149085","","","","","","","","","",""
"01/01/2017","104238","2","N","40","","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","","","","","","","1004620","","","","","","",""
"01/01/2017","104239","1","Y","140","TUT","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1185581","","","","","","","","","","","",""
"01/01/2017","104239","2","N","40","","N","N","N","N","Y","N","Y","N","N","N","N","N","N","N","","","","","1185581","","1185581","","","","","","",""
"01/01/2017","104241","1","Y","260","TUT","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","1058638","","1616182","","","","","","","","","",""
"01/01/2017","104241","2","N","50","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","104242","1","Y","200","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","1065880","","1078572","","","","","","","","","",""
"01/01/2017","104243","1","N","60","LEC","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","1118903","","","","","","","","","","","","",""
"01/01/2017","104243","2","N","1","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","104244","1","Y","300","TUT","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","1125749","","1125749","","","","","","","","","",""
"01/01/2017","104245","1","Y","250","TUT","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1065911","","","","","","","","","",""
"01/01/2017","104246","1","Y","260","TUT","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","1108730","","1673037","","","","","","","","","",""
"01/01/2017","104247","1","Y","170","TUT","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","1111593","","1111593","","","","","","","","","",""
"01/01/2017","104248","1","Y","270","TUT","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1649406","","","","","","","","","","","",""
"01/01/2017","104252","1","N","230","TUT","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","104252","2","N","50","LEC","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","104252","3","N","50","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","104253","1","Y","280","TUT","Y","N","N","Y","N","N","N","N","N","N","N","N","N","N","1080741","","","1080741","","","","","","","","","",""
"01/01/2017","104253","2","N","30","","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","1080741","","","","","","","","","","","","",""
"01/01/2017","104253","3","N","250","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","104254","1","Y","235","TUT","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1622280","","","","","","","","","",""
"01/01/2017","104254","2","N","50","","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","","","","","1107216","","","","","","","","",""
"01/01/2017","104254","3","N","0","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1622280","","","","","","","","","",""
"01/01/2017","104255","1","N","200","TUT","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","104255","2","N","50","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","104255","3","N","80","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","104256","1","Y","150","TUT","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1080741","","","","","","","","","",""
"01/01/2017","104256","2","N","40","","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","","","","","1080741","","","","","","","","",""
"01/01/2017","104257","1","Y","220","TUT","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1221477","","","","","","","","","",""
"01/01/2017","104257","2","N","30","","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","","","","","","1117291","","","","","","","",""
"01/01/2017","104263","1","Y","30","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1064995","","","","","","","","","","","",""
"01/01/2017","104264","1","Y","40","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1064995","","","","","","","","","",""
"01/01/2017","104265","1","Y","40","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1065190","","","","","","","","","","","",""
"01/01/2017","104266","1","Y","10","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1065190","","","","","","","","","","","",""
"01/01/2017","104267","1","Y","20","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1065190","","","","","","","","","",""
"01/01/2017","104268","1","Y","10","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1065190","","","","","","","","","",""
"01/01/2017","104269","1","Y","20","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1066219","","","","","","","","","","","",""
"01/01/2017","104270","1","Y","40","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1066219","","","","","","","","","","","",""
"01/01/2017","104271","1","Y","60","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","1078881","","1077745","","","","","","","","","",""
"01/01/2017","104272","1","Y","100","TUT","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1039837","","","","","","","","","","","",""
"01/01/2017","104276","1","Y","190","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1000629","","","","","","","","","","","",""
"01/01/2017","104277","1","Y","189","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1000629","","","","","","","","","",""
"01/01/2017","104278","1","Y","30","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1000629","","","","","","","","","","","",""
"01/01/2017","104279","1","Y","30","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1000629","","","","","","","","","",""
"01/01/2017","104280","1","Y","20","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1634301","","","","","","","","","","","",""
"01/01/2017","104281","1","Y","20","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1634301","","","","","","","","","",""
"01/01/2017","104282","1","Y","220","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1044463","","","","","","","","","","","",""
"01/01/2017","104283","1","Y","140","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1044463","","","","","","","","","",""
"01/01/2017","104286","1","Y","150","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1184522","","","","","","","","","","","",""
"01/01/2017","104287","1","Y","150","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1002821","","","","","","","","","",""
"01/01/2017","104290","1","Y","45","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1184522","","","","","","","","","","","",""
"01/01/2017","104291","1","Y","50","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1002821","","","","","","","","","",""
"01/01/2017","104292","1","Y","220","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1002651","","","","","","","","","","","",""
"01/01/2017","104293","1","Y","290","LEC","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1171767","","","","","","","","","",""
