"Eff_Date","Course_ID","Offer_Nbr","TTble_for_SPlus","Est_Enrol_Total","Enrol_Component","Summer_Semester","Semester_1","Winter_Semester","Semester_2","Trimester_1","Trimester_2","Trimester_3","Quadmester_1","Quadmester_2","Quadmester_3","Quadmester_4","PCE_1","PCE_2","PCE_3","Summer_Crse_Coordinator","Sem1_Crse_Coordinator","Winter_Crse_Coordinator","Sem2_Crse_Coordinator","Tri1_Crse_Coordinator","Tri2_Crse_Coordinator","Tri3_Crse_Coordinator","Quad1_Crse_Coordinator","Quad2_Crse_Coordinator","Quad3_Crse_Coordinator","Quad4_Crse_Coordinator","PCE1_Crse_Coordinator","PCE2_Crse_Coordinator","PCE3_Crse_Coordinator"
"01/01/2017","105763","1","Y","60","LEC","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","","","","","","","","","1220703","","","","",""
"01/01/2017","105764","1","Y","5","LEC","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","","","","","","","","1006348","","","","","",""
"01/01/2017","105765","1","Y","5","LEC","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","","","","","","","","","1006348","","","","",""
"01/01/2017","105766","1","Y","5","LEC","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","","","","","","","","1637728","","","","","",""
"01/01/2017","105767","1","Y","5","LEC","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","","","","","","","","","1637728","","","","",""
"01/01/2017","105768","1","Y","5","LEC","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","","","","","","","","1094607","","","","","",""
"01/01/2017","105769","1","Y","5","LEC","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","","","","","","","","","1094607","","","","",""
"01/01/2017","105770","1","Y","5","LEC","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","","","","","","","","1006348","","","","","",""
"01/01/2017","105771","1","Y","5","LEC","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","","","","","","","","","1006348","","","","",""
"01/01/2017","105772","1","Y","10","LEC","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","","","","","","","","1006348","","","","","",""
"01/01/2017","105773","1","Y","10","LEC","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","","","","","","","","","1006348","","","","",""
"01/01/2017","105774","1","Y","5","LEC","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","","","","","","","","1029262","","","","","",""
"01/01/2017","105775","1","Y","5","LEC","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","","","","","","","","","1029262","","","","",""
"01/01/2017","105776","1","Y","5","LEC","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","","","","","","","","1011478","","","","","",""
"01/01/2017","105777","1","Y","5","LEC","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","","","","","","","","","1011478","","","","",""
"01/01/2017","105780","1","Y","5","LEC","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","","","","","","","","1063799","","","","","",""
"01/01/2017","105781","1","Y","5","LEC","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","","","","","","","","","1063799","","","","",""
"01/01/2017","105782","1","Y","60","LEC","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","","","","","","","","1069844","","","","","",""
"01/01/2017","105783","1","Y","60","LEC","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","","","","","","","","","1069844","","","","",""
"01/01/2017","105784","1","Y","10","LEC","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","","","","","","","","1029262","","","","","",""
"01/01/2017","105785","1","Y","10","LEC","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","","","","","","","","","1029262","","","","",""
"01/01/2017","105786","1","N","155","LEC","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","105787","1","N","155","LEC","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","105788","1","Y","5","LEC","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","","","","","","","","1006348","","","","","",""
"01/01/2017","105789","1","Y","5","LEC","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","","","","","","","","","1006348","","","","",""
"01/01/2017","105790","1","Y","5","LEC","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","","","","","","","","1006348","","","","","",""
"01/01/2017","105791","1","Y","5","LEC","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","","","","","","","","","1006348","","","","",""
"01/01/2017","105792","1","Y","5","LEC","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","","","","","","","","1006348","","","","","",""
"01/01/2017","105793","1","Y","5","LEC","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","","","","","","","","","1006348","","","","",""
"01/01/2017","105794","1","Y","5","LEC","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","","","","","","","","1006348","","","","","",""
"01/01/2017","105795","1","Y","5","LEC","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","","","","","","","","","1006348","","","","",""
"01/01/2017","105800","1","Y","5","LEC","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","","","","","","","","1128255","","","","","",""
"01/01/2017","105801","1","Y","20","LEC","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","","","","","","","","","1128255","","","","",""
"01/01/2017","105802","1","N","10","LEC","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","105803","1","N","10","LEC","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","105804","1","Y","5","LEC","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","","","","","","","","1044710","","","","","",""
"01/01/2017","105805","1","Y","5","LEC","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","","","","","","","","","1044710","","","","",""
"01/01/2017","105808","1","Y","30","LEC","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","","","","","","","","1074973","","","","","",""
"01/01/2017","105809","1","Y","30","LEC","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","","","","","","","","","1074973","","","","",""
"01/01/2017","105810","1","Y","10","LEC","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","","","","","","","","1044710","","","","","",""
"01/01/2017","105811","1","Y","10","LEC","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","","","","","","","","","1044710","","","","",""
"01/01/2017","105812","1","Y","20","LEC","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","","","","","","","","1660962","","","","","",""
"01/01/2017","105813","1","Y","20","LEC","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","","","","","","","","","1660962","","","","",""
"01/01/2017","105814","1","Y","5","LEC","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","","","","","","","","1006348","","","","","",""
"01/01/2017","105815","1","Y","5","LEC","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","","","","","","","","","1006348","","","","",""
"01/01/2017","105816","1","Y","20","LEC","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","","","","","","","","1009806","","","","","",""
"01/01/2017","105817","1","Y","20","LEC","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","","","","","","","","","1009806","","","","",""
"01/01/2017","105818","1","Y","5","LEC","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","","","","","","","","1044710","","","","","",""
"01/01/2017","105819","1","Y","5","LEC","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","","","","","","","","","1044710","","","","",""
"01/01/2017","105820","1","Y","5","LEC","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","","","","","","","","1069018","","","","","",""
"01/01/2017","105821","1","Y","5","LEC","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","","","","","","","","","1069018","","","","",""
"01/01/2017","105822","1","N","5","LEC","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","105823","1","N","5","LEC","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","105824","1","Y","5","LEC","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","","","","","","","","1006348","","","","","",""
"01/01/2017","105825","1","Y","5","LEC","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","","","","","","","","","1006348","","","","",""
"01/01/2017","105826","1","Y","10","LEC","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","","","","","","","","1069844","","","","","",""
"01/01/2017","105827","1","Y","10","LEC","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","","","","","","","","","1069844","","","","",""
"01/01/2017","105828","1","Y","5","LEC","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","","","","","","","","1108626","","","","","",""
"01/01/2017","105829","1","Y","5","LEC","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","","","","","","","","","1108626","","","","",""
"01/01/2017","105830","1","Y","5","LEC","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","","","","","","","","1006348","","","","","",""
"01/01/2017","105831","1","Y","5","LEC","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","","","","","","","","","1006348","","","","",""
"01/01/2017","105832","1","Y","10","LEC","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","","","","","","","","1220703","","","","","",""
"01/01/2017","105833","1","Y","10","LEC","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","","","","","","","","","1220703","","","","",""
"01/01/2017","105834","1","Y","5","LEC","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","","","","","","","","1006348","","","","","",""
"01/01/2017","105835","1","Y","5","LEC","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","","","","","","","","","1006348","","","","",""
"01/01/2017","105836","1","Y","5","LEC","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","","","","","","","","1637728","","","","","",""
"01/01/2017","105837","1","Y","5","LEC","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","","","","","","","","","1637728","","","","",""
"01/01/2017","105838","1","Y","20","LEC","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","","","","","","","","1094607","","","","","",""
"01/01/2017","105839","1","Y","25","LEC","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","","","","","","","","","1094607","","","","",""
"01/01/2017","105845","1","Y","5","LEC","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","","","","","","","","1006348","","","","","",""
"01/01/2017","105847","1","Y","5","LEC","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","","","","","","","","","1006348","","","","",""
"01/01/2017","105848","1","Y","5","LEC","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","","","","","","","","1006348","","","","","",""
"01/01/2017","105849","1","Y","5","LEC","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","","","","","","","","","1006348","","","","",""
"01/01/2017","105861","1","Y","190","LEC","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1146896","","","","","","","","","",""
"01/01/2017","105865","1","Y","150","LEC","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1209036","","","","","","","","","",""
"01/01/2017","105866","1","Y","110","LEC","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1138676","","","","","","","","","","","",""
"01/01/2017","105872","1","Y","300","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","1066092","","1002531","","","","","","","","","",""
"01/01/2017","105872","2","Y","40","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","1066092","","1002531","","","","","","","","","",""
"01/01/2017","105873","1","N","200","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","105873","2","N","20","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","105874","1","N","200","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","105874","2","N","30","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","105875","1","Y","200","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","1187579","","1187579","","","","","","","","","",""
"01/01/2017","105875","2","N","40","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","105876","1","Y","185","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","1065958","","1065546","","","","","","","","","",""
"01/01/2017","105876","2","Y","40","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","1065958","","1065080","","","","","","","","","",""
"01/01/2017","105877","1","Y","280","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","1654403","","1187579","","","","","","","","","",""
"01/01/2017","105877","2","Y","40","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","1654403","","1066092","","","","","","","","","",""
"01/01/2017","105878","1","N","30","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1178901","","","","","","","","","","","",""
"01/01/2017","105879","1","Y","50","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1061272","","","","","","","","","",""
"01/01/2017","105880","1","N","20","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1137306","","","","","","","","","","","",""
"01/01/2017","105882","1","N","20","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","105883","1","N","25","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","105884","1","N","25","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","105885","1","N","20","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","105886","1","N","20","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","105887","1","N","25","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","105888","1","N","25","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","105889","1","N","25","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","105890","1","N","25","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","105891","1","Y","20","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1061338","","","","","","","","","",""
"01/01/2017","105892","1","N","25","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","105893","1","Y","40","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1051224","","","","","","","","","",""
"01/01/2017","105894","1","Y","40","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1132639","","","","","","","","","","","",""
"01/01/2017","105895","1","Y","25","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1159417","","","","","","","","","","","",""
"01/01/2017","105896","1","Y","20","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1196111","","","","","","","","","","","",""
"01/01/2017","105897","1","Y","20","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1196111","","","","","","","","","","","",""
"01/01/2017","105899","1","Y","20","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1191536","","","","","","","","","",""
"01/01/2017","105900","1","Y","20","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1191536","","","","","","","","","",""
"01/01/2017","105901","1","Y","10","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1160802","","","","","","","","","","","",""
"01/01/2017","105902","1","Y","25","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1064957","","","","","","","","","",""
"01/01/2017","105903","1","Y","30","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1039419","","","","","","","","","","","",""
"01/01/2017","105905","1","Y","20","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1159417","","","","","","","","","","","",""
"01/01/2017","105907","1","N","20","","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","","","1184980","","","","","","","","","","",""
"01/01/2017","105908","1","Y","20","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1191536","","","","","","","","","","","",""
"01/01/2017","105909","1","N","20","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","105910","1","Y","25","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1061338","","","","","","","","","","","",""
"01/01/2017","105913","1","Y","120","IND","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","1084847","","1084847","","","","","","","","","",""
"01/01/2017","105914","1","N","120","IND","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","1191714","","1640713","","","","","","","","","",""
"01/01/2017","105915","1","Y","150","IND","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","1066191","","1066191","","","","","","","","","",""
"01/01/2017","105916","1","Y","40","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1615982","","","","","","","","","",""
"01/01/2017","105917","1","Y","10","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1049941","","","","","","","","","","","",""
"01/01/2017","105918","1","Y","10","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1091445","","","","","","","","","",""
"01/01/2017","105919","1","Y","25","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1091445","","","","","","","","","",""
"01/01/2017","105920","1","N","10","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","105921","1","N","10","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","105922","1","N","5","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","105923","1","N","5","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","105924","1","Y","80","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1001511","","","","","","","","","",""
"01/01/2017","105925","1","N","10","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","1000267","","1000267","","","","","","","","","",""
"01/01/2017","105926","1","N","10","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","1000267","","1000267","","","","","","","","","",""
"01/01/2017","105929","1","Y","30","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1218496","","","","","","","","","",""
"01/01/2017","105930","1","Y","10","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1218496","","","","","","","","","",""
"01/01/2017","105931","1","Y","10","LEC","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","","","","","","","","1029262","","","","","",""
"01/01/2017","105932","1","Y","10","LEC","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","","","","","","","","","1029262","","","","",""
"01/01/2017","105933","1","Y","25","LEC","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","","","","","","","","1011478","","","","","",""
"01/01/2017","105934","1","Y","25","LEC","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","","","","","","","","","1011478","","","","",""
"01/01/2017","105937","1","Y","10","LEC","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","","","","","","","","1063799","","","","","",""
"01/01/2017","105938","1","Y","10","LEC","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","","","","","","","","","1063799","","","","",""
"01/01/2017","105939","1","Y","10","LEC","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","","","","","","","","1069844","","","","","",""
"01/01/2017","105940","1","Y","10","LEC","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","","","","","","","","","1069844","","","","",""
"01/01/2017","105941","1","Y","20","LEC","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","","","","","","","","1029262","","","","","",""
"01/01/2017","105942","1","Y","20","LEC","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","","","","","","","","","1029262","","","","",""
"01/01/2017","105943","1","N","5","LEC","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","105944","1","N","5","LEC","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","105945","1","Y","5","LEC","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","","","","","","","","1006348","","","","","",""
"01/01/2017","105946","1","Y","5","LEC","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","","","","","","","","","1006348","","","","",""
"01/01/2017","105947","1","Y","5","LEC","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","","","","","","","","1006348","","","","","",""
"01/01/2017","105948","1","Y","5","LEC","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","","","","","","","","","1006348","","","","",""
"01/01/2017","105949","1","Y","5","LEC","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","","","","","","","","1006348","","","","","",""
"01/01/2017","105950","1","Y","5","LEC","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","","","","","","","","","1006348","","","","",""
"01/01/2017","105951","1","Y","5","LEC","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","","","","","","","","1006348","","","","","",""
"01/01/2017","105952","1","Y","5","LEC","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","","","","","","","","","1006348","","","","",""
"01/01/2017","105955","1","Y","15","LEC","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","","","","","","","","1128255","","","","","",""
"01/01/2017","105956","1","Y","5","LEC","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","","","","","","","","","1128255","","","","",""
"01/01/2017","105959","1","Y","10","LEC","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","","","","","","","","1032530","","","","","",""
"01/01/2017","105960","1","Y","10","LEC","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","","","","","","","","","1032530","","","","",""
"01/01/2017","105961","1","N","10","LEC","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","105962","1","N","10","LEC","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","105963","1","Y","30","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1066014","","","","","","","","","","","",""
"01/01/2017","105964","1","Y","25","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1022609","","","","","","","","","",""
"01/01/2017","105965","1","Y","125","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1064830","","","","","","","","","","","",""
"01/01/2017","105966","1","Y","30","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1066198","","","","","","","","","",""
"01/01/2017","105968","1","Y","60","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1064944","","","","","","","","","","","",""
"01/01/2017","105969","1","Y","120","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1002260","","","","","","","","","",""
"01/01/2017","105971","1","Y","20","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1108461","","","","","","","","","",""
"01/01/2017","105972","1","Y","80","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1002260","","","","","","","","","",""
"01/01/2017","105973","1","Y","60","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1065010","","","","","","","","","","","",""
"01/01/2017","105974","1","Y","80","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1064830","","","","","","","","","",""
"01/01/2017","105975","1","N","30","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1064830","","","","","","","","","",""
"01/01/2017","105978","1","Y","30","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1002260","","","","","","","","","",""
"01/01/2017","105979","1","Y","20","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1065616","","","","","","","","","",""
"01/01/2017","105980","1","Y","25","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1065010","","","","","","","","","","","",""
"01/01/2017","105981","1","Y","30","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1064944","","","","","","","","","",""
"01/01/2017","105982","1","Y","20","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","1067065","","1067065","","","","","","","","","",""
"01/01/2017","105983","1","Y","10","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","1067065","","1067065","","","","","","","","","",""
"01/01/2017","105984","1","Y","20","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","1067065","","1067065","","","","","","","","","",""
"01/01/2017","105985","1","Y","20","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","1067065","","1067065","","","","","","","","","",""
"01/01/2017","105986","1","N","30","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1196924","","","","","","","","","","","",""
"01/01/2017","105987","1","Y","20","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","1067065","","1067065","","","","","","","","","",""
"01/01/2017","105988","1","Y","50","","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","","1067065","","1067065","","","","","","","","","",""
"01/01/2017","105994","1","Y","10","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1001829","","","","","","","","","","","",""
"01/01/2017","105995","1","Y","10","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1165116","","","","","","","","","","","",""
"01/01/2017","105996","1","Y","20","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1000966","","","","","","","","","",""
"01/01/2017","105998","1","Y","10","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1197864","","","","","","","","","",""
"01/01/2017","105999","1","Y","10","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1672786","","","","","","","","","","","",""
"01/01/2017","106000","1","Y","10","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1002101","","","","","","","","","",""
"01/01/2017","106001","1","N","30","WRK","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1220702","","","","","","","","","",""
"01/01/2017","106002","1","Y","30","WRK","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1220702","","","","","","","","","","","",""
"01/01/2017","106003","1","Y","15","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1022609","","","","","","","","","",""
"01/01/2017","106005","1","Y","150","TUT","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1222080","","","","","","","","","",""
"01/01/2017","106005","2","N","30","","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","","","","","","1028647","","","","","","","",""
"01/01/2017","106006","1","N","20","","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","1213258","","","","","","","","","","","","",""
"01/01/2017","106006","2","N","20","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","106008","1","N","45","SEM","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","106010","1","Y","80","LAB","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","1065922","","","","","","","","","","","",""
"01/01/2017","106011","1","N","45","","N","Y","N","N","N","N","N","N","Y","N","N","N","N","N","","1084847","","","","","","","1084847","","","","",""
"01/01/2017","106012","1","Y","80","LAB","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","1065922","","","","","","","","","",""
"01/01/2017","106013","1","N","120","SEM","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","1015428","","","","","","","","","","","","",""
"01/01/2017","106014","1","N","120","SEM","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","106015","1","N","120","SEM","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","106016","1","N","25","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
"01/01/2017","106017","1","N","25","","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","",""
