"Eff_Date","Course_ID","Offer_Nbr","Primary_Component","Enrol_Component","Final_Exam","Sect_Size","Contact","SPlus_Templates_Reqd","Component"
"01/01/2017","103260","2","LEC","","Y","220","2.000","1.00","LEC"
"01/01/2017","103261","1","LEC","LEC","Y","60","6.000","6.00","LEC"
"01/01/2017","103261","2","LEC","","Y","60","6.000","6.00","LEC"
"01/01/2017","103264","1","LEC","","Y","35","2.000","1.00","LEC"
"01/01/2017","103266","1","THE","","N","10","1.000","1.00","THE"
"01/01/2017","103268","1","LEC","","Y","35","2.000","1.00","LEC"
"01/01/2017","103269","1","LEC","","Y","50","2.000","2.00","LEC"
"01/01/2017","103278","1","LEC","","N","40","2.000","1.00","PRA"
"01/01/2017","103278","1","LEC","","N","40","2.000","1.00","TUT"
"01/01/2017","103278","1","LEC","","Y","40","1.000","1.00","LEC"
"01/01/2017","103280","1","LEC","","N","35","2.000","1.00","LEC"
"01/01/2017","103281","1","LEC","","N","35","2.000","1.00","LEC"
"01/01/2017","103282","1","THE","","N","10","1.000","1.00","THE"
"01/01/2017","103283","1","LEC","TUT","N","32","2.000","2.00","TUT"
"01/01/2017","103283","1","LEC","TUT","Y","230","2.000","2.00","LEC"
"01/01/2017","103283","2","LEC","","N","32","2.000","2.00","TUT"
"01/01/2017","103283","2","LEC","","Y","230","2.000","2.00","LEC"
"01/01/2017","103286","1","LEC","","N","40","1.000","1.00","TUT"
"01/01/2017","103286","1","LEC","","N","40","2.000","1.00","PRA"
"01/01/2017","103286","1","LEC","","Y","40","1.000","1.00","LEC"
"01/01/2017","103302","1","LEC","","N","10","0.000","1.00","PJT"
"01/01/2017","103302","1","LEC","","N","10","0.000","1.00","TUT"
"01/01/2017","103302","1","LEC","","Y","10","0.000","1.00","LEC"
"01/01/2017","103304","1","LEC","","N","10","2.000","1.00","TUT"
"01/01/2017","103304","1","LEC","","Y","10","2.000","1.00","LEC"
"01/01/2017","103306","1","LEC","","N","10","1.000","2.00","TUT"
"01/01/2017","103306","1","LEC","","Y","10","1.000","2.00","LEC"
"01/01/2017","103307","1","LEC","","Y","20","2.000","1.00","LEC"
"01/01/2017","103308","1","LEC","","N","10","2.000","1.00","TUT"
"01/01/2017","103308","1","LEC","","Y","10","2.000","1.00","LEC"
"01/01/2017","103313","1","LEC","","N","10","2.000","1.00","TUT"
"01/01/2017","103313","1","LEC","","Y","10","2.000","1.00","LEC"
"01/01/2017","103315","1","PJT","","N","10","0.000","1.00","PJT"
"01/01/2017","103320","1","LEC","","N","24","1.000","5.00","LEC"
"01/01/2017","103320","1","LEC","","N","24","2.000","3.00","CEX"
"01/01/2017","103320","1","LEC","","N","24","3.000","2.00","PRA"
"01/01/2017","103323","1","LEC","","N","24","2.000","3.00","CEX"
"01/01/2017","103323","1","LEC","","N","24","2.000","3.00","LEC"
"01/01/2017","103323","1","LEC","","Y","24","4.000","3.00","PRA"
"01/01/2017","103324","1","LEC","","N","24","1.000","6.00","LEC"
"01/01/2017","103324","1","LEC","","N","24","2.000","3.00","CEX"
"01/01/2017","103324","1","LEC","","N","24","4.000","2.00","PRA"
"01/01/2017","103325","1","LEC","LEC","N","24","1.000","6.00","LEC"
"01/01/2017","103325","1","LEC","LEC","N","24","2.000","3.00","CEX"
"01/01/2017","103325","1","LEC","LEC","N","24","4.000","2.00","PRA"
"01/01/2017","103326","1","CEX","","N","15","4.000","3.00","PRA"
"01/01/2017","103326","1","CEX","","Y","15","2.000","4.00","CEX"
"01/01/2017","103327","1","CEX","","N","24","3.000","3.00","CEX"
"01/01/2017","103328","1","TUT","","N","1","20.000","1.00","TUT"
"01/01/2017","103329","1","TUT","","N","20","1.000","1.00","TUT"
"01/01/2017","103330","1","LEC","","N","24","2.000","3.00","CEX"
"01/01/2017","103330","1","LEC","","N","24","3.000","2.00","PRA"
"01/01/2017","103330","1","LEC","","Y","24","2.000","4.00","LEC"
"01/01/2017","103331","1","PJT","","Y","15","1.000","1.00","PJT"
"01/01/2017","103332","1","LEC","","Y","20","8.000","2.00","LEC"
"01/01/2017","103333","1","LEC","","Y","15","8.000","2.00","LEC"
"01/01/2017","103336","1","LEC","","Y","15","8.000","4.00","LEC"
"01/01/2017","103338","1","LEC","","Y","15","8.000","2.00","LEC"
"01/01/2017","103339","1","LEC","","Y","15","8.000","2.00","LEC"
"01/01/2017","103341","1","LEC","","N","35","8.000","1.00","SEM"
"01/01/2017","103341","1","LEC","","Y","35","2.000","1.00","LEC"
"01/01/2017","103342","1","LEC","LEC","Y","10","2.000","2.00","LEC"
"01/01/2017","103344","1","LEC","LEC","N","10","2.000","1.00","WRK"
"01/01/2017","103344","1","LEC","LEC","Y","10","2.000","1.00","LEC"
"01/01/2017","103349","1","UNS","","N","0","0.000","1.00","UNS"
"01/01/2017","103360","1","LEC","","N","24","2.000","3.00","LEC"
"01/01/2017","103360","1","LEC","","N","24","2.000","5.00","CEX"
"01/01/2017","103360","1","LEC","","N","24","3.000","3.00","PRA"
"01/01/2017","103361","1","LEC","LEC","N","24","2.000","3.00","CEX"
"01/01/2017","103361","1","LEC","LEC","N","24","2.000","3.00","LEC"
"01/01/2017","103361","1","LEC","LEC","N","24","4.000","3.00","PRA"
"01/01/2017","103362","1","LEC","","N","24","1.000","4.00","LEC"
"01/01/2017","103362","1","LEC","","N","24","2.000","3.00","CEX"
"01/01/2017","103362","1","LEC","","N","24","4.000","2.00","PRA"
"01/01/2017","103363","1","LEC","","N","24","1.000","3.00","LEC"
"01/01/2017","103363","1","LEC","","N","24","2.000","1.00","TUT"
"01/01/2017","103363","1","LEC","","N","24","3.000","1.00","CEX"
"01/01/2017","103364","1","LEC","LEC","N","30","1.000","1.00","TUT"
"01/01/2017","103364","1","LEC","LEC","Y","30","2.000","1.00","LEC"
"01/01/2017","103373","1","IND","","N","250","0.000","1.00","IND"
"01/01/2017","103377","1","LEC","","Y","35","8.000","5.00","LEC"
"01/01/2017","103384","1","PJT","","N","10","0.000","1.00","PJT"
"01/01/2017","103386","1","LEC","","N","35","2.000","2.00","LEC"
"01/01/2017","103387","1","LEC","","N","35","2.000","1.00","LEC"
"01/01/2017","103388","1","LEC","","N","35","2.000","1.00","LEC"
"01/01/2017","103393","1","LEC","","N","20","2.000","1.00","COM"
"01/01/2017","103393","1","LEC","","N","20","2.000","1.00","TUT"
"01/01/2017","103393","1","LEC","","Y","20","2.000","1.00","LEC"
"01/01/2017","103394","1","LEC","","Y","20","1.000","1.00","TUT"
"01/01/2017","103394","1","LEC","","Y","20","2.000","1.00","LEC"
"01/01/2017","103397","1","LEC","","Y","20","8.000","2.00","LEC"
"01/01/2017","103398","1","PRA","","N","24","3.000","1.00","TUT"
"01/01/2017","103398","1","PRA","","N","24","4.000","2.00","PRA"
"01/01/2017","103399","1","TUT","","N","0","20.000","1.00","TUT"
"01/01/2017","103405","1","PJT","","N","35","1.000","1.00","PJT"
"01/01/2017","103426","1","LEC","LEC","Y","50","3.000","2.00","LEC"
"01/01/2017","103427","1","LEC","","N","30","3.000","6.00","LEC"
"01/01/2017","103428","1","LEC","","N","30","3.000","6.00","LEC"
"01/01/2017","103429","1","PJT","PJT","N","1","1.000","1.00","PJT"
"01/01/2017","103430","1","PJT","","N","0","1.000","1.00","PJT"
"01/01/2017","103430","1","PJT","","N","0","1.000","1.00","TUT"
"01/01/2017","103431","1","PJT","","N","0","1.000","1.00","PJT"
"01/01/2017","103432","1","PJT","","N","0","1.000","1.00","PJT"
"01/01/2017","103433","1","THE","","N","100","0.000","1.00","THE"
"01/01/2017","103450","1","SEM","","Y","20","8.000","2.00","SEM"
"01/01/2017","103451","1","SEM","SEM","Y","30","8.000","4.00","SEM"
"01/01/2017","103451","2","SEM","","Y","30","8.000","4.00","SEM"
"01/01/2017","103452","1","SEM","SEM","Y","30","8.000","4.00","SEM"
"01/01/2017","103452","2","SEM","SEM","Y","30","8.000","4.00","SEM"
"01/01/2017","103453","1","SEM","SEM","Y","35","7.000","2.00","SEM"
"01/01/2017","103454","1","SEM","SEM","Y","30","6.500","3.00","SEM"
"01/01/2017","103454","2","SEM","","Y","30","6.500","3.00","SEM"
"01/01/2017","103456","1","THE","","N","100","0.000","1.00","THE"
"01/01/2017","103459","1","SEM","","N","0","0.000","1.00","SEM"
"01/01/2017","103460","1","PRA","","Y","40","1.000","1.00","LEC"
"01/01/2017","103460","1","PRA","","Y","40","3.000","1.00","PRA"
"01/01/2017","103461","1","SEM","","Y","25","3.000","1.00","SEM"
"01/01/2017","103462","1","SEM","SEM","Y","10","3.000","1.00","SEM"
"01/01/2017","103463","1","SEM","SEM","Y","3","3.000","1.00","SEM"
"01/01/2017","103464","1","SEM","SEM","Y","25","3.000","2.00","SEM"
"01/01/2017","103465","1","LEC","LEC","Y","30","3.000","1.00","LEC"
"01/01/2017","103466","1","SEM","","Y","35","3.000","1.00","SEM"
"01/01/2017","103468","1","SEM","","Y","25","3.000","1.00","SEM"
"01/01/2017","103473","1","IND","","N","20","0.500","1.00","IND"
"01/01/2017","103474","1","IND","","N","20","0.500","1.00","IND"
"01/01/2017","103475","1","IND","","N","20","0.500","1.00","IND"
"01/01/2017","103476","1","IND","","N","20","0.500","1.00","IND"
"01/01/2017","103477","1","IND","","N","20","0.500","1.00","IND"
"01/01/2017","103479","1","IND","","N","50","0.000","1.00","IND"
"01/01/2017","103480","1","IND","","N","50","0.000","1.00","IND"
"01/01/2017","103482","1","IND","","N","50","0.000","1.00","IND"
"01/01/2017","103484","1","IND","","N","0","0.000","1.00","IND"
"01/01/2017","103485","1","IND","","N","0","0.000","1.00","IND"
"01/01/2017","103490","1","SEM","SEM","Y","30","3.000","1.00","SEM"
"01/01/2017","103494","1","THE","","N","100","0.000","1.00","THE"
"01/01/2017","103495","1","IND","","N","0","0.000","1.00","IND"
"01/01/2017","103497","1","THE","","N","100","0.000","1.00","THE"
"01/01/2017","103506","1","THE","","N","100","0.000","1.00","THE"
"01/01/2017","103510","1","THE","","N","100","0.000","1.00","THE"
"01/01/2017","103511","1","THE","","N","100","0.000","1.00","THE"
"01/01/2017","103523","1","THE","","N","100","0.000","1.00","THE"
"01/01/2017","103525","1","THE","","N","20","1.000","1.00","THE"
"01/01/2017","103526","1","THE","","N","20","1.000","1.00","THE"
"01/01/2017","103527","1","SEM","SEM","Y","25","2.000","1.00","SEM"
"01/01/2017","103529","1","THE","","N","100","0.000","1.00","THE"
"01/01/2017","103534","1","LEC","","N","15","1.000","1.00","TUT"
"01/01/2017","103534","1","LEC","","N","30","3.000","1.00","PRA"
"01/01/2017","103534","1","LEC","","Y","60","1.000","1.00","LEC"
"01/01/2017","103545","1","LEC","","N","15","4.000","1.00","PRA"
"01/01/2017","103545","1","LEC","","Y","15","3.000","5.00","LEC"
"01/01/2017","103546","1","LEC","","N","32","4.000","1.00","PRA"
"01/01/2017","103546","1","LEC","","Y","32","2.000","1.00","LEC"
"01/01/2017","103547","1","LEC","","N","30","2.000","2.00","LEC"
"01/01/2017","103547","1","LEC","","N","30","4.000","2.00","PRA"
"01/01/2017","103548","1","LEC","","N","30","2.000","1.00","TUT"
"01/01/2017","103548","1","LEC","","N","30","2.000","2.00","LEC"
"01/01/2017","103549","1","LEC","","N","15","1.000","1.00","TUT"
"01/01/2017","103549","1","LEC","","N","15","1.000","1.00","WRK"
"01/01/2017","103549","1","LEC","","N","15","5.000","2.00","PRA"
"01/01/2017","103549","1","LEC","","Y","15","1.000","3.00","LEC"
"01/01/2017","103550","1","LEC","","N","20","1.000","1.00","TUT"
"01/01/2017","103550","1","LEC","","N","20","1.000","1.00","WRK"
"01/01/2017","103550","1","LEC","","N","20","4.000","2.00","COM"
"01/01/2017","103550","1","LEC","","N","20","4.000","2.00","PRA"
"01/01/2017","103550","1","LEC","","Y","20","1.000","4.00","LEC"
"01/01/2017","103551","1","LEC","","N","15","1.000","1.00","TUT"
"01/01/2017","103551","1","LEC","","N","15","1.000","1.00","WRK"
"01/01/2017","103551","1","LEC","","N","15","5.000","2.00","PRA"
"01/01/2017","103551","1","LEC","","Y","15","1.000","3.00","LEC"
"01/01/2017","103552","1","LEC","","N","20","1.000","1.00","TUT"
"01/01/2017","103552","1","LEC","","N","20","1.000","1.00","WRK"
"01/01/2017","103552","1","LEC","","N","20","4.000","1.00","COM"
"01/01/2017","103552","1","LEC","","N","20","4.000","2.00","PRA"
"01/01/2017","103552","1","LEC","","Y","20","1.000","4.00","LEC"
"01/01/2017","103558","1","PRA","","N","10","3.000","1.00","PRA"
"01/01/2017","103559","1","LEC","","N","30","4.000","2.00","COM"
"01/01/2017","103559","1","LEC","","N","73","4.000","2.00","PRA"
"01/01/2017","103559","1","LEC","","N","80","1.000","1.00","TUT"
"01/01/2017","103559","1","LEC","","N","80","1.000","1.00","WRK"
"01/01/2017","103559","1","LEC","","Y","80","1.000","3.00","LEC"
"01/01/2017","103561","1","LEC","LEC","N","70","1.000","1.00","TUT"
"01/01/2017","103561","1","LEC","LEC","N","70","4.000","2.00","PRA"
"01/01/2017","103561","1","LEC","LEC","Y","70","1.000","4.00","LEC"
"01/01/2017","103562","1","LEC","","N","30","1.000","1.00","TUT"
"01/01/2017","103562","1","LEC","","N","30","4.000","2.00","PRA"
"01/01/2017","103562","1","LEC","","Y","30","1.000","4.00","LEC"
"01/01/2017","103568","1","LEC","","N","15","2.000","1.00","TUT"
"01/01/2017","103568","1","LEC","","Y","15","2.000","1.00","LEC"
"01/01/2017","103569","1","LEC","","N","15","2.000","1.00","PRA"
"01/01/2017","103569","1","LEC","","Y","15","2.000","2.00","LEC"
"01/01/2017","103570","1","LEC","","N","30","2.000","1.00","PRA"
"01/01/2017","103570","1","LEC","","Y","30","2.000","2.00","LEC"
"01/01/2017","103571","1","LEC","","Y","30","3.000","1.00","LEC"
"01/01/2017","103578","1","LEC","","N","15","2.000","3.00","TUT"
"01/01/2017","103578","1","LEC","","N","45","1.000","1.00","LEC"
"01/01/2017","103625","1","LEC","","Y","20","1.000","2.00","LEC"
"01/01/2017","103630","1","LEC","","Y","35","2.000","1.00","LEC"
"01/01/2017","103641","1","LEC","","N","65","1.000","2.00","LEC"
"01/01/2017","103641","1","LEC","","N","65","3.000","1.00","PRA"
"01/01/2017","103642","1","LEC","","Y","50","2.000","1.00","LEC"
"01/01/2017","103643","1","LEC","","Y","35","2.000","2.00","LEC"
"01/01/2017","103644","1","LEC","","Y","50","2.000","2.00","LEC"
"01/01/2017","103645","1","LEC","LEC","N","20","1.000","1.00","TUT"
"01/01/2017","103645","1","LEC","LEC","Y","80","2.000","2.00","LEC"
"01/01/2017","103648","1","LEC","","N","10","2.000","1.00","PRA"
"01/01/2017","103648","1","LEC","","Y","20","2.000","1.00","LEC"
"01/01/2017","103652","1","IND","","N","50","0.000","1.00","IND"
"01/01/2017","103654","1","IND","","N","50","0.000","1.00","IND"
"01/01/2017","103655","1","IND","","N","20","0.000","1.00","IND"
"01/01/2017","103656","1","IND","","N","20","0.000","1.00","IND"
"01/01/2017","103657","1","IND","","N","20","0.000","1.00","IND"
"01/01/2017","103658","1","IND","","N","20","0.000","1.00","IND"
"01/01/2017","103659","1","IND","IND","N","6","0.000","1.00","IND"
"01/01/2017","103660","1","IND","","N","20","0.000","1.00","IND"
"01/01/2017","103661","1","IND","","N","20","0.000","1.00","IND"
"01/01/2017","103662","1","IND","","N","20","0.000","1.00","IND"
"01/01/2017","103663","1","IND","","N","20","0.000","1.00","IND"
"01/01/2017","103664","1","THE","","N","20","0.000","1.00","THE"
"01/01/2017","103665","1","THE","THE","N","20","0.000","1.00","THE"
"01/01/2017","103666","1","IND","","N","20","0.000","1.00","IND"
"01/01/2017","103667","1","IND","","N","20","0.000","1.00","IND"
"01/01/2017","103669","1","IND","IND","N","20","0.000","1.00","IND"
"01/01/2017","103670","1","IND","","N","20","0.000","1.00","IND"
"01/01/2017","103671","1","IND","","N","20","0.000","1.00","IND"
"01/01/2017","103679","1","PJT","","N","15","1.000","1.00","PJT"
"01/01/2017","103681","1","LEC","","N","80","1.000","2.00","LEC"
"01/01/2017","103682","1","LEC","","N","30","1.000","1.00","PRA"
"01/01/2017","103682","1","LEC","","Y","30","2.000","2.00","LEC"
"01/01/2017","103683","1","LEC","","N","10","1.000","2.00","LEC"
"01/01/2017","103684","1","LEC","","N","20","1.000","1.00","TUT"
"01/01/2017","103684","1","LEC","","N","20","2.000","1.00","LEC"
"01/01/2017","103686","1","LEC","","N","40","3.000","1.00","LEC"
"01/01/2017","103699","1","SUP","","N","10","0.000","1.00","SUP"
"01/01/2017","103700","1","SUP","","N","10","0.000","1.00","SUP"
"01/01/2017","103701","1","SUP","","N","10","0.000","1.00","SUP"
"01/01/2017","103702","1","SUP","SUP","N","10","0.000","1.00","SUP"
"01/01/2017","103703","1","SUP","SUP","N","10","0.000","1.00","SUP"
"01/01/2017","103719","1","THE","","N","100","0.000","1.00","THE"
"01/01/2017","103726","1","LEC","LEC","N","24","1.000","1.00","TUT"
"01/01/2017","103726","1","LEC","LEC","N","290","1.000","2.00","LEC"
"01/01/2017","103727","1","LEC","LEC","N","24","1.000","1.00","TUT"
"01/01/2017","103727","1","LEC","LEC","N","250","2.000","1.00","LEC"
"01/01/2017","103728","1","LEC","","Y","40","2.000","1.00","TUT"
"01/01/2017","103728","1","LEC","","Y","250","1.000","2.00","LEC"
"01/01/2017","103754","1","LEC","","Y","35","6.500","3.00","LEC"
"01/01/2017","103754","2","LEC","","Y","35","6.500","3.00","LEC"
"01/01/2017","103756","1","LEC","","N","20","2.000","1.00","PRA"
"01/01/2017","103756","1","LEC","","N","40","2.000","1.00","TUT"
"01/01/2017","103756","1","LEC","","Y","100","2.000","2.00","LEC"
"01/01/2017","103757","1","LEC","","N","90","1.000","1.00","TUT"
"01/01/2017","103757","1","LEC","","Y","90","2.000","2.00","LEC"
"01/01/2017","103759","1","LEC","","Y","5","8.000","7.00","LEC"
"01/01/2017","103760","1","LEC","","Y","80","8.000","4.00","LEC"
"01/01/2017","103762","1","LEC","","Y","40","8.000","3.00","LEC"
"01/01/2017","103767","1","WRK","","Y","75","1.000","2.00","WRK"
"01/01/2017","103768","1","LEC","LEC","N","100","1.000","1.00","TUT"
"01/01/2017","103768","1","LEC","LEC","N","100","1.000","2.00","SGD"
"01/01/2017","103768","1","LEC","LEC","Y","100","1.000","2.00","LEC"
"01/01/2017","103772","1","SEM","SEM","N","10","3.000","4.00","SEM"
"01/01/2017","103774","1","SEM","SEM","N","10","3.000","1.00","SEM"
"01/01/2017","103775","1","PJT","","Y","15","1.000","1.00","PJT"
"01/01/2017","103776","1","PJT","","Y","15","1.000","1.00","PJT"
"01/01/2017","103777","1","LEC","LEC","N","10","1.000","1.00","TUT"
"01/01/2017","103777","1","LEC","LEC","Y","20","1.000","1.00","LEC"
"01/01/2017","103779","1","LEC","LEC","N","50","2.000","2.00","PRA"
"01/01/2017","103779","1","LEC","LEC","N","50","2.000","3.00","LEC"
"01/01/2017","103779","2","LEC","","N","50","2.000","2.00","PRA"
"01/01/2017","103779","2","LEC","","N","50","2.000","3.00","LEC"
"01/01/2017","103780","1","LEC","LEC","N","15","1.000","3.00","TUT"
"01/01/2017","103780","1","LEC","LEC","Y","35","2.000","3.00","LEC"
"01/01/2017","103780","2","LEC","","N","15","1.000","3.00","TUT"
"01/01/2017","103780","2","LEC","","Y","35","2.000","3.00","LEC"
"01/01/2017","103781","1","LEC","LEC","N","50","2.000","2.00","TUT"
"01/01/2017","103781","1","LEC","LEC","Y","50","2.000","2.00","LEC"
"01/01/2017","103781","2","LEC","","N","50","2.000","2.00","TUT"
"01/01/2017","103781","2","LEC","","Y","50","2.000","2.00","LEC"
"01/01/2017","103782","1","LEC","LEC","Y","50","2.000","3.00","LEC"
"01/01/2017","103782","2","LEC","","Y","50","2.000","3.00","LEC"
"01/01/2017","103783","1","SUP","SUP","N","0","0.000","1.00","SUP"
"01/01/2017","103799","1","LEC","","N","15","1.000","1.00","TUT"
"01/01/2017","103799","1","LEC","","Y","25","1.000","3.00","LEC"
"01/01/2017","103800","1","LEC","","N","10","1.000","1.00","TUT"
"01/01/2017","103800","1","LEC","","Y","10","1.000","3.00","LEC"
"01/01/2017","103807","1","LEC","LEC","N","25","1.000","1.00","AUR"
"01/01/2017","103807","1","LEC","LEC","N","25","1.000","1.00","LEC"
"01/01/2017","103807","1","LEC","LEC","N","25","1.000","1.00","TUT"
"01/01/2017","103808","1","LEC","LEC","N","25","1.000","1.00","AUR"
"01/01/2017","103808","1","LEC","LEC","N","25","1.000","1.00","LEC"
"01/01/2017","103808","1","LEC","LEC","N","25","1.000","1.00","TUT"
"01/01/2017","103826","1","SEM","","N","25","2.000","1.00","SEM"
"01/01/2017","103827","1","SEM","","N","0","2.000","1.00","SEM"
"01/01/2017","103828","1","LEC","LEC","N","60","1.000","1.00","LEC"
"01/01/2017","103828","2","LEC","","N","60","1.000","1.00","LEC"
"01/01/2017","103832","1","WRK","WRK","N","20","1.000","1.00","WRK"
"01/01/2017","103833","1","WRK","WRK","N","20","1.000","1.00","WRK"
"01/01/2017","103834","1","WRK","WRK","N","20","1.000","1.00","WRK"
"01/01/2017","103835","1","WRK","WRK","N","20","1.000","1.00","WRK"
"01/01/2017","103837","1","SEM","SEM","N","25","3.000","5.00","SEM"
"01/01/2017","103838","1","SEM","SEM","N","25","3.000","5.00","SEM"
"01/01/2017","103853","1","THE","","N","1","1.000","1.00","THE"
"01/01/2017","103854","1","THE","","N","1","1.000","1.00","THE"
"01/01/2017","103856","1","SEM","","N","15","3.000","1.00","SEM"
"01/01/2017","103857","1","SEM","","N","15","3.000","1.00","SEM"
"01/01/2017","103868","1","PJT","","N","15","1.000","1.00","PJT"
"01/01/2017","103869","1","PJT","","N","15","1.000","1.00","PJT"
"01/01/2017","103870","1","PJT","","N","15","1.000","1.00","PJT"
"01/01/2017","103890","1","LEC","","Y","20","2.000","3.00","LEC"
"01/01/2017","103891","1","LEC","","N","20","3.000","1.00","PRA"
"01/01/2017","103891","1","LEC","","Y","20","2.000","2.00","LEC"
"01/01/2017","103893","1","THE","","N","100","0.000","1.00","THE"
"01/01/2017","103898","1","IND","","Y","45","0.000","1.00","IND"
"01/01/2017","103899","1","IND","","N","45","0.000","1.00","IND"
"01/01/2017","103902","1","IND","IND","N","10","0.000","1.00","IND"
"01/01/2017","103902","2","IND","","N","10","0.000","1.00","IND"
"01/01/2017","103907","1","THE","","N","100","0.000","1.00","THE"
"01/01/2017","103909","1","THE","","N","100","0.000","1.00","THE"
"01/01/2017","103910","1","LEC","","Y","25","3.000","2.00","LEC"
"01/01/2017","103911","1","THE","","N","100","0.000","1.00","THE"
"01/01/2017","103919","1","THE","","N","100","0.000","1.00","THE"
"01/01/2017","103920","1","THE","","N","100","0.000","1.00","THE"
"01/01/2017","103921","1","THE","","N","100","0.000","1.00","THE"
"01/01/2017","103926","1","THE","","N","100","0.000","1.00","THE"
"01/01/2017","103927","1","THE","","N","100","0.000","1.00","THE"
"01/01/2017","103931","1","THE","","N","100","0.000","1.00","THE"
"01/01/2017","103933","1","THE","","N","100","0.000","1.00","THE"
"01/01/2017","103940","1","LEC","","Y","30","0.000","1.00","LEC"
"01/01/2017","103941","1","LEC","","Y","30","0.000","1.00","LEC"
"01/01/2017","103947","1","COM","","N","9","1.500","1.00","PRA"
"01/01/2017","103947","1","COM","","N","10","1.000","1.00","COM"
"01/01/2017","103947","1","COM","","N","12","2.000","1.00","LAB"
"01/01/2017","103947","1","COM","","Y","50","2.000","2.00","LEC"
"01/01/2017","103950","1","LEC","","Y","35","0.000","1.00","LEC"
"01/01/2017","103951","1","LEC","","Y","35","0.000","1.00","LEC"
"01/01/2017","103952","1","THE","","N","100","0.000","1.00","THE"
"01/01/2017","103957","1","LEC","","N","10","2.000","1.00","TUT"
"01/01/2017","103957","1","LEC","","Y","10","2.000","1.00","LEC"
"01/01/2017","103958","1","THE","","N","100","0.000","1.00","THE"
"01/01/2017","103959","1","LEC","","Y","50","5.000","1.00","LEC"
"01/01/2017","103960","1","IND","IND","N","0","0.000","1.00","IND"
"01/01/2017","103961","1","LEC","","N","40","1.000","1.00","TUT"
"01/01/2017","103961","1","LEC","","N","50","2.000","2.00","SGD"
"01/01/2017","103961","1","LEC","","Y","200","1.000","3.00","LEC"
"01/01/2017","103961","2","LEC","","N","40","1.000","1.00","TUT"
"01/01/2017","103961","2","LEC","","N","50","2.000","2.00","SGD"
"01/01/2017","103961","2","LEC","","Y","200","1.000","3.00","LEC"
"01/01/2017","103962","1","LEC","","Y","50","2.000","2.00","LEC"
"01/01/2017","103962","2","LEC","","Y","50","2.000","2.00","LEC"
"01/01/2017","103963","1","LEC","","Y","300","1.000","3.00","LEC"
"01/01/2017","103963","2","LEC","","Y","300","1.000","3.00","LEC"
"01/01/2017","103964","1","LEC","","N","60","2.000","1.00","PRA"
"01/01/2017","103964","1","LEC","","Y","220","1.000","2.00","LEC"
"01/01/2017","103964","2","LEC","","N","60","2.000","1.00","PRA"
"01/01/2017","103964","2","LEC","","Y","220","1.000","2.00","LEC"
"01/01/2017","103965","1","LEC","","N","95","2.000","1.00","PRA"
"01/01/2017","103965","1","LEC","","N","95","2.000","1.00","SGD"
"01/01/2017","103965","1","LEC","","Y","95","1.000","3.00","LEC"
"01/01/2017","103966","1","LEC","LEC","Y","185","2.000","2.00","LEC"
"01/01/2017","103966","2","LEC","","Y","185","2.000","2.00","LEC"
"01/01/2017","103967","1","LEC","TUT","N","60","1.000","1.00","TUT"
"01/01/2017","103967","1","LEC","TUT","Y","200","1.000","3.00","LEC"
"01/01/2017","103967","2","LEC","","N","60","1.000","1.00","TUT"
"01/01/2017","103967","2","LEC","","Y","200","1.000","3.00","LEC"
"01/01/2017","103969","1","LEC","LEC","N","45","1.000","1.00","TUT"
"01/01/2017","103969","1","LEC","LEC","Y","340","1.000","3.00","LEC"
"01/01/2017","103969","2","LEC","","N","45","1.000","1.00","TUT"
"01/01/2017","103969","2","LEC","","Y","340","1.000","3.00","LEC"
"01/01/2017","103970","1","LEC","","N","40","1.000","1.00","SGD"
"01/01/2017","103970","1","LEC","","N","70","4.000","1.00","FLD"
"01/01/2017","103970","1","LEC","","Y","70","2.000","2.00","LEC"
"01/01/2017","103970","2","LEC","","N","40","1.000","1.00","SGD"
"01/01/2017","103970","2","LEC","","N","70","4.000","1.00","FLD"
"01/01/2017","103970","2","LEC","","Y","70","2.000","2.00","LEC"
"01/01/2017","103971","1","SGD","SGD","N","60","3.000","1.00","COM"
"01/01/2017","103971","1","SGD","SGD","N","60","3.000","1.00","SGD"
"01/01/2017","103971","1","SGD","SGD","Y","300","2.000","2.00","LEC"
"01/01/2017","103971","3","SGD","","N","60","3.000","1.00","COM"
"01/01/2017","103971","3","SGD","","N","60","3.000","1.00","SGD"
"01/01/2017","103971","3","SGD","","Y","300","2.000","2.00","LEC"
"01/01/2017","103972","1","LEC","TUT","N","36","3.000","1.00","PRA"
"01/01/2017","103972","1","LEC","TUT","N","50","1.000","1.00","TUT"
"01/01/2017","103972","1","LEC","TUT","Y","400","1.000","5.00","LEC"
"01/01/2017","103972","2","LEC","","N","36","3.000","1.00","PRA"
"01/01/2017","103972","2","LEC","","N","50","1.000","1.00","TUT"
"01/01/2017","103972","2","LEC","","Y","400","1.000","5.00","LEC"
"01/01/2017","103974","1","LEC","","N","10","2.000","1.00","TUT"
"01/01/2017","103974","1","LEC","","Y","10","2.000","1.00","LEC"
"01/01/2017","103976","1","LEC","","N","8","3.000","1.00","PRA"
"01/01/2017","103976","1","LEC","","Y","10","2.000","2.00","LEC"
"01/01/2017","103978","1","LEC","","Y","10","2.000","2.00","LEC"
"01/01/2017","103981","1","LEC","LEC","N","30","1.000","1.00","SEM"
"01/01/2017","103981","1","LEC","LEC","N","30","3.000","1.00","PRA"
