"Acad_Group","Acad_Prog","Prog_Eff_Date","Acad_Plan","Eff_Date","Status","Descr","Short_Desc","Plan_Owner","Pct_Owned"
"BRED","MPART","01/01/2016","MPLL","02/01/2016","A","M.Philosophy (Lang&Literature)","M.Phil LL","Arts Off","100.000"
"BRED","MPART","01/01/2016","MPPHI","02/01/2016","A","M.Philosophy (Philosophy)","M.Phil P","Arts Off","100.000"
"BRED","MPART","01/01/2016","MPPS","02/01/2016","A","M.Philosophy (Political Sci)","M.Phil PS","Arts Off","100.000"
"BRED","MPBIO","01/01/2016","MPBIO","02/01/2016","A","M.Philosophy (Biometrics)","M.Phil(Bi)","Sci Gen","100.000"
"BRED","MPBUS","22/08/2016","MPBUS","22/08/2016","A","M.Philosophy (Business)","M.Phil(Bu)","Business","100.000"
"BRED","MPC/D","01/01/2017","MPCLIN/PHD","01/01/2017","A","M.Psych(Clin)/PhD","MPsych/PhD","HlthMedSci","100.000"
"BRED","MPCLN","01/01/2017","MPCLINSC","01/01/2017","A","M.Philosophy(Clinical Science)","M.Phil(Cl)","HlthMedSci","100.000"
"BRED","MPCLN","01/01/2017","MPNURSING","01/01/2017","A","M.Philosophy (Nursing)","M.Phil(Nu)","HlthMedSci","100.000"
"BRED","MPCMS","01/01/2017","MPCS","01/01/2017","A","M.Philosophy (Comp Sc)","M.Phil(CS)","ECMS Srvcs","100.000"
"BRED","MPCMS","01/01/2017","MPMS","01/01/2017","A","M.Philosophy (Mathematical Sc)","M.Phil(MS)","ECMS Srvcs","100.000"
"BRED","MPCON","18/11/2009","MPMUS","18/11/2009","A","M.Philosophy (Music)","M.Phil(Mu)","Music","100.000"
"BRED","MPCSC","01/01/2017","MPNURS","02/01/2017","A","M.Philosophy (Nursing)","M.Phil(Nu)","HlthMedSci","100.000"
"BRED","MPDEN","01/01/2017","MPDENT","01/01/2017","A","M.Philosophy (Dentistry)","M.Phil(De)","AdlDentSch","100.000"
"BRED","MPECO","22/08/2016","MPECONOMIC","22/08/2016","A","M.Philosophy (Economics)","M.Phil(Ec)","Sch Econ","100.000"
"BRED","MPEDU","18/11/2009","MPEDUC","18/11/2009","A","M.Philosophy (Education)","M.Phil(Ed)","Sch Educ","100.000"
"BRED","MPENG","01/01/2017","MPAEROENG","01/01/2017","A","M.Philosophy (Aerospace Eng)","M.Phil(Ae)","ECMS Srvcs","100.000"
"BRED","MPENG","01/01/2017","MPAUTOENG","01/01/2017","A","M.Philosophy (Automotive Eng)","M.Phil(Au)","ECMS Srvcs","100.000"
"BRED","MPENG","01/01/2017","MPBUSINESS","01/01/2017","A","M.Philosophy (Business Mgt)","M.Phil(BM)","ECMS Srvcs","100.000"
"BRED","MPENG","01/01/2017","MPCIVIL","01/01/2017","A","M.Philosophy (Civil&Envir Eng)","M.Phil(CE)","ECMS Srvcs","100.000"
"BRED","MPENG","01/01/2017","MPCOMPSC","01/01/2017","A","M.Philosophy (Computer Sci)","M.Phil(Co)","ECMS Srvcs","100.000"
"BRED","MPENG","01/01/2017","MPELEL","01/01/2017","A","M.Phil (Electric&Electron Eng)","M.Phil(El)","ECMS Srvcs","100.000"
"BRED","MPENG","01/01/2017","MPENGEDU","01/01/2017","A","M.Philosophy (Eng Education)","M.Phil(EE)","ECMS Srvcs","100.000"
"BRED","MPENG","01/01/2017","MPMARINE","01/01/2017","A","M.Philosophy (Marine Eng)","M.Phil(ME)","ECMS Srvcs","100.000"
"BRED","MPENG","01/01/2017","MPMATH","01/01/2017","A","M.Philosophy (Mathematics)","M.Phil(Ma)","ECMS Srvcs","100.000"
"BRED","MPENG","01/01/2017","MPMECH","01/01/2017","A","M.Philosophy (Mechanical Eng)","M.Phil(M)","ECMS Srvcs","100.000"
"BRED","MPENG","01/01/2017","MPPROC","01/01/2017","A","M.Philosophy (Proc&ResEng)","M.Ph(PRE)","ECMS Srvcs","100.000"
"BRED","MPESG","24/08/2016","MPENVS","25/08/2016","A","M.Philosophy (Environ Stud)","M.Phi(ESt)","Arts Off","100.000"
"BRED","MPESG","24/08/2016","MPGEOGR","25/08/2016","A","M. Philosophy (Geography)","M.Phi(Geo)","Arts Off","100.000"
"BRED","MPGFS","27/06/2016","MPGLOBALFS","27/06/2016","A","M.Philosophy(Global Food St)","M.Phil GFS","GlobalFood","100.000"
"BRED","MPGPC","01/01/2017","MPGPALCARE","01/01/2017","A","M.Philosophy(Grief&Palliative)","M.Phil(GP)","HlthMedSci","100.000"
"BRED","MPHPS","28/06/2016","MPPSYC","28/06/2016","A","M.Philosophy  (Psychology)","M.Phil(Ps)","Arts FAO","100.000"
"BRED","MPHSS","28/06/2016","MPCOMMEDIA","31/05/2016","A","M.Philosophy (Comm & Media St)","M.Phil(CM)","Arts FAO","100.000"
"BRED","MPHSS","28/06/2016","MPENVSTU","01/01/2015","A","M.Philosophy (Environ Studies)","M.Phil(E)","Arts FAO","100.000"
"BRED","MPHSS","28/06/2016","MPGEOG","01/01/2015","A","M.Philosophy (Geography)","M.Phil(Ge)","Arts FAO","100.000"
"BRED","MPHSS","28/06/2016","MPHUMSOC","28/06/2016","A","M.Philosophy (Human Society)","M.Phil(HS)","Arts FAO","100.000"
"BRED","MPHSS","28/06/2016","MPLANGLIT","31/05/2016","A","M.Philosophy (Lang&Literature)","M.Phil(LL)","Arts FAO","100.000"
"BRED","MPHSS","28/06/2016","MPPHIL","31/05/2016","A","M.Philosophy (Philosophy)","MPPHIL","Arts FAO","100.000"
"BRED","MPHSS","28/06/2016","MPPOLSC","31/05/2016","A","M.Philosophy (Political Sci)","M.Phil(Po)","Arts FAO","100.000"
"BRED","MPHSS","28/06/2016","MPPSYCH","01/01/2015","A","M.Philosophy  (Psychology)","M.Phil(Ps)","Arts FAO","100.000"
"BRED","MPHSS","28/06/2016","MPSIS","01/01/2015","A","M.Philosophy (Spatial Inf.Sci)","M.Phil(SI)","Arts FAO","100.000"
"BRED","MPHUM","01/01/2015","MPENVSTUD","01/01/2015","A","M.Philosophy (Environ Studies)","M.Phil(ES)","Arts FAO","100.000"
"BRED","MPHUM","01/01/2015","MPGEO","01/01/2015","A","M.Philosophy (Geography)","M.Phil(Ge)","Arts FAO","100.000"
"BRED","MPHUM","01/01/2015","MPSPISC","01/01/2015","A","M.Philosophy (Spatial Inf.Sci)","M.Phil(SI)","Arts FAO","100.000"
"BRED","MPLAW","01/01/2017","MPLAW","01/01/2017","A","M.Philosophy (Law)","M.Phil(La)","AdlLawSch","100.000"
"BRED","MPMED","01/01/2017","MPMEDSC","01/01/2017","A","M.Philosophy (Medical Science)","M.Phil(MS)","HlthMedSci","100.000"
"BRED","MPMED","01/01/2017","MPPCHLTH","01/01/2017","A","M.Philosophy(Public&Comm Hlth)","M.Phil(PC)","HlthMedSci","100.000"
"BRED","MPMED","01/01/2017","MPPHARMA","01/01/2017","A","M.Philosophy (Pharmacology)","M.Phil(Ph)","HlthMedSci","100.000"
"BRED","MPMED","01/01/2017","MPPHYSIO","01/01/2017","A","M.Philosophy (Physiology)","MPPHYSIO","HlthMedSci","100.000"
"BRED","MPMED","01/01/2017","MPPSYCHOL","01/01/2017","A","M.Philosophy (Psychology)","M.Phil(P)","HlthMedSci","100.000"
"BRED","MPOPH","01/01/2017","MPOPHTHAL","01/01/2017","A","M.Philosophy (Ophthalmology)","M.Phil(Op)","HlthMedSci","100.000"
"BRED","MPPH","01/01/2017","MPPH","01/01/2017","A","M.Phil (Public Health)","M.Ph(PH)","HlthMedSci","100.000"
"BRED","MPPH","01/01/2017","MPPUBHLTH","01/01/2017","A","M.Philosophy (Public Health)","M.Phil(PH)","HlthMedSci","100.000"
"BRED","MPPRO","01/01/2016","MPACC","02/01/2016","A","M.Philosophy (Accounting)","M.Phil ACC","Profession","100.000"
"BRED","MPPRO","01/01/2016","MPARCHURB","02/01/2016","A","M.Philosophy (Arch&Urban Env)","M.Phil AUE","Profession","100.000"
"BRED","MPPRO","01/01/2016","MPBLD","02/01/2016","A","M.Philosophy (Building)","M.Phil BLD","Profession","100.000"
"BRED","MPPRO","01/01/2016","MPBUSI","25/08/2016","A","M. Philosophy (Business)","M.Phi(Bus)","Profession","100.000"
"BRED","MPPRO","01/01/2016","MPECON","25/08/2016","A","M. Philosophy (Economics)","M.Phi(Eco)","Profession","100.000"
"BRED","MPPRO","01/01/2016","MPLA","25/08/2016","A","M. Philosophy (Law)","M.Phi(Law)","Profession","100.000"
"BRED","MPPRO","01/01/2016","MPS&M","02/01/2016","A","M.Philosophy (Sales&Marketing)","M.Phil S&M","Profession","100.000"
"BRED","MPSCI","18/11/2009","MPAGRIC","18/11/2009","A","M.Philosophy (Agriculture)","M.Phil(Ag)","Sci Gen","100.000"
"BRED","MPSCI","18/11/2009","MPBIOLSC","18/11/2009","A","M.Philosophy (Biological Sci)","M.Phil(BS)","Sci Gen","100.000"
"BRED","MPSCI","18/11/2009","MPBIOLSJIN","25/06/2011","A","M.Phil (Biological Sci)-Joint","MPBIOLSJIN","Sci Gen","100.000"
"BRED","MPSCI","18/11/2009","MPBIOM","31/05/2016","A","M.Philosophy (Biometrics)","M.Phil(Bi)","Sci Gen","100.000"
"BRED","MPSCI","18/11/2009","MPCHEMSC","18/11/2009","A","M.Philosophy (Chemical Sci)","M.Phil(CS)","Sci Gen","100.000"
"BRED","MPSCI","18/11/2009","MPEARTHSC","18/11/2009","A","M.Philosophy (Earth Sciences)","M.Phil(ES)","Sci Gen","100.000"
"BRED","MPSCI","18/11/2009","MPENVST","18/11/2009","A","M.Philosophy (Environ.Studies)","M.Phil(En)","Sci Gen","100.000"
"BRED","MPSCI","18/11/2009","MPFISHSTUD","18/11/2009","A","M.Philosophy (Fisheries Stud)","M.Phil(FS)","Sci Gen","100.000"
"BRED","MPSCI","18/11/2009","MPFOODSC","25/08/2016","A","M.Philosophy (Food Science)","M.Phi(FSc)","Sci Gen","100.000"
"BRED","MPSCI","18/11/2009","MPHORTVIT","18/11/2009","A","M.Philosophy (Hort & Vit)","M.Phil(HV)","Sci Gen","100.000"
"BRED","MPSCI","18/11/2009","MPNATPHY","31/05/2016","A","M.Philosophy(Natural&Phys Sci)","M.Phil(NP)","Sci Gen","100.000"
"BRED","MPSCI","18/11/2009","MPPHYSICS","18/11/2009","A","M.Philosophy(Phys & Astronomy)","M.Phil(PA)","Sci Gen","100.000"
"BRED","MPSCI","18/11/2009","MPSCPEDAG","31/05/2016","A","M.Philosophy (ScPedag)","M.Phil(SP)","Sci Gen","100.000"
"BRED","MPSCI","18/11/2009","MPVETST","19/07/2011","A","M.Philosophy (Veterinary Sci)","M.Phil(VS)","Sci Gen","100.000"
"BRED","MPSUR","01/01/2017","MPSURGERY","01/01/2017","A","M.Philosophy (Surgery)","M.Phil(Su)","HlthMedSci","100.000"
"BRED","MPVS","19/07/2011","MPVETSC","19/07/2011","A","M.Philosophy (Veterinary Sci)","M.Phil(VS)","Sci Gen","100.000"
"BRED","MSCDE","01/01/2017","MSCDENT","01/01/2017","A","M.Science (Dentistry)","M.Sc(Dent)","AdlDentSch","100.000"
"BRED","MSCMR","01/01/2017","MMCSBIOSC","01/01/2017","A","M.Sc in BioSciences","M.Sc-BioS","ECMS Srvcs","100.000"
"BRED","MSCMR","01/01/2017","MMCSCIVIL","01/01/2017","A","M.Sc in Civil Engineering","M.Sc-CivE","ECMS Srvcs","100.000"
"BRED","MSCMR","01/01/2017","MMCSCOMP","01/01/2017","A","M.Sc in Computer Engineering","M.Sc-CompE","ECMS Srvcs","100.000"
"BRED","MSCMR","01/01/2017","MMCSCOMPSC","01/01/2017","A","M.Sc in Computer Science","M.Sc-CompS","ECMS Srvcs","100.000"
"BRED","MSCMR","01/01/2017","MMCSELEC","01/01/2017","A","M.Sc in Electrical Eng","M.Sc-ElecE","ECMS Srvcs","100.000"
"BRED","MSCMR","01/01/2017","MMCSERTSCI","01/01/2017","A","M.Sc in Earth Science","M.Sc-Earth","ECMS Srvcs","100.000"
"BRED","MSCMR","01/01/2017","MMCSMECH","01/01/2017","A","M.Sc in Mechanical Engineering","M.Sc-MechE","ECMS Srvcs","100.000"
"BRED","MSCMR","01/01/2017","MMCSP&R","01/01/2017","A","M.Sc in Proc & Res Engineering","M.Sc-P&RE","ECMS Srvcs","100.000"
"BRED","MSCMR","01/01/2017","MMCSPH&AST","01/01/2017","A","M.Sc in Physics & Astronomy","M.Sc-Ph&As","ECMS Srvcs","100.000"
"BRED","MSCMR","01/01/2017","MSCM&CS","01/01/2017","A","M.Sc in Math & Comp Sciences","M.Sc-M&CS","ECMS Srvcs","100.000"
"BRED","MSCMR","01/01/2017","MSCM&CSM","30/06/2002","I","M.Sc in Math & Comp Sc-2/3 Rsh","M.Sc-M&CS","MathOffice","100.000"
"BRED","MSCR1","10/07/2012","MSC","01/01/2004","I","M.Science","M.Sc","Sci Office","100.000"
"BRED","MSCR2","10/07/2012","MSCBIOSC","10/07/2012","A","M.Sc in Biosciences","M.Sc(BioS)","Sci Gen","100.000"
"BRED","MSCR2","10/07/2012","MSCCHEMSC","10/07/2012","A","M.Sc in Chem Sciences","M.Sc(Chem)","Sci Gen","100.000"
"BRED","MSCR2","10/07/2012","MSCERTHSC","10/07/2012","A","M.Sc in Earth Sciences","M.Sc(Erth)","Sci Gen","100.000"
"BRED","MSCR2","10/07/2012","MSCMEDPHYS","10/07/2012","A","M.Sc (Medical Physics)","M.Sc(MPh)","Sci Gen","100.000"
"BRED","MSCR2","10/07/2012","MSCPETROGG","01/01/2017","A","M.Sc in Petro Geol & Geophys","M.Sc-PG&G","ECMS Srvcs","100.000"
"BRED","MSCR2","10/07/2012","MSCPH&AST","10/07/2012","A","M.Sc in Physics & Astro","M.Sc-Ph&As","Sci Gen","100.000"
"BRED","MSCR2","10/07/2012","MSCRESERGS","10/07/2012","A","M.Sc (Reservoir Geoscience)","M.Sc(RGSc)","Sci Gen","100.000"
"BRED","MSURG","01/01/2017","MSURGERY","01/01/2017","A","M.Surgery","M.Surgery","HlthMedSci","100.000"
"BRED","MURBR","01/01/2013","MURBDESRES","01/01/2013","A","M.Urban Design - research","M.UrbDes-r","SchArcBuEn","100.000"
"BRED","PHARC","27/06/2016","PHDARCH","27/06/2016","A","Ph.D in Architecture","PhD(Arch)","SchArcBuEn","100.000"
"BRED","PHART","01/01/2016","PHDCMS","02/01/2016","A","Ph.D in Comm&Media St","PhD CMS","Arts Off","100.000"
"BRED","PHART","01/01/2016","PHDHS","02/01/2016","A","Ph.D in Human Society","PhD HS","Arts Off","100.000"
"BRED","PHART","01/01/2016","PHDLL","02/01/2016","A","Ph.D in Lang&Literature","PhD LL","Arts Off","100.000"
"BRED","PHART","01/01/2016","PHDPHI","02/01/2016","A","Ph.D in Philosophy","PhD P","Arts Off","100.000"
"BRED","PHART","01/01/2016","PHDPS","02/01/2016","A","Ph.D in Political Science","PhD PS","Arts Off","100.000"
"BRED","PHBIO","01/01/2016","PHDBIO","02/01/2016","A","Ph.D in Biometrics","PhD Bio","Sci Gen","100.000"
"BRED","PHBUS","27/06/2016","PHDBUS","27/06/2016","A","Ph.D in Business","Ph.D(Bus)","Business","100.000"
"BRED","PHCOM","01/01/2015","PHDCOM","01/01/2015","A","Ph.D in Commerce","PhD(Com)","Business","100.000"
"BRED","PHCOM","01/01/2015","PHDCOMCIN","01/01/2015","A","Ph.D in Commerce- Cotutelle In","PHDCOMCIN","Business","100.000"
"BRED","PHCON","01/01/2006","PHDMUS","01/01/2006","A","Ph.D in Elder Con","PhD(Mus)","Music","100.000"
"BRED","PHCON","01/01/2006","PHMUSFOLIO","01/01/2005","I","Ph.D Music Folio","Ph.D(MusF)","Elder SO","100.000"
"BRED","PHCON","01/01/2006","PHMUSPERF","01/01/2005","I","Ph.D Music Performance","Ph.D(MusP)","Elder SO","100.000"
"BRED","PHDEN","01/01/2017","PHDDENT","01/01/2017","A","Ph.D in Dentistry","PhD(Dent)","AdlDentSch","100.000"
"BRED","PHECO","27/06/2016","PHDECO","27/06/2016","A","Ph.D in Economics","PhD(Eco)","Sch Econ","100.000"
"BRED","PHEDU","01/01/2008","EDUCSTUD","26/11/2002","I","Ph.D in Education","PhD in Ed","Edu Office","100.000"
"BRED","PHEDU","01/01/2008","EDUNEC","26/11/2002","I","Ph.D in Education","PhD in Ed","Edu Office","100.000"
"BRED","PHEDU","01/01/2008","PHDEDUCATN","01/01/2006","A","Ph.D in Education","PhD in Ed","Sch Educ","100.000"
"BRED","PHEIC","27/06/2016","PHDEIC","27/06/2016","A","Ph.D in ECIC","Ph.D ECIC","ECIC","100.000"
"BRED","PHENG","01/01/2017","PHDCHEM","01/01/2017","A","Ph.D in Chemical Engineering","PhD(ChemE)","ECMS Srvcs","100.000"
"BRED","PHENG","01/01/2017","PHDCIVIL","01/01/2017","A","Ph.D in Civ & Env Engineering","PhD(C&EE)","ECMS Srvcs","100.000"
"BRED","PHENG","01/01/2017","PHDCOMP","01/01/2017","A","Ph.D in Computer Engineering","PhD(CompE)","ECMS Srvcs","100.000"
"BRED","PHENG","01/01/2017","PHDEARTHS","01/01/2017","A","Ph.D in Earth Science","PhD ErthSc","ECMS Srvcs","100.000"
"BRED","PHENG","01/01/2017","PHDELEC","01/01/2017","A","Ph.D in Elec&ElectronEng","PhD(E&EE)","ECMS Srvcs","100.000"
"BRED","PHENG","01/01/2017","PHDELENJIN","01/01/2017","A","Ph.D in Electronic E-Joint In","PhD(EE)JIN","ECMS Srvcs","100.000"
"BRED","PHENG","01/01/2017","PHDENG","01/01/2003","I","Ph.D in Engineering","PhD(Eng)","Eng Office","100.000"
"BRED","PHENG","01/01/2017","PHDENGEDU","01/01/2017","A","Ph.D in Engineering Education","PhD Eng Ed","ECMS Srvcs","100.000"
"BRED","PHENG","01/01/2017","PHDENV","01/01/2005","I","Ph.D in Environmental Eng","PhD(EnvE)","Eng Office","100.000"
"BRED","PHENG","01/01/2017","PHDETRON","01/01/2017","A","Ph.D in Electronic Engineering","PhD(EronE)","ECMS Srvcs","100.000"
"BRED","PHENG","01/01/2017","PHDIT","01/01/2017","A","Ph.D in Information Technology","Ph.D in IT","ECMS Srvcs","100.000"
"BRED","PHENG","01/01/2017","PHDMECH","01/01/2017","A","Ph.D in Mechanical Engineering","PhD(MechE)","ECMS Srvcs","100.000"
"BRED","PHENG","01/01/2017","PHDMECHJIN","01/01/2017","A","Ph.D in Mech Eng-Joint In","PhD(ME)JIN","ECMS Srvcs","100.000"
"BRED","PHENG","01/01/2017","PHDP&R","01/01/2005","I","Ph.D in Proc & Res Engineering","PhD(P&RE)","Eng Office","100.000"
"BRED","PHENG","01/01/2017","PHDP&REJOU","01/01/2017","A","Ph.D Proc&Res Eng - Joint Out","PhD(PR)JOU","ECMS Srvcs","100.000"
"BRED","PHENG","01/01/2017","PHDPE&M","01/01/2017","A","Ph.D in Proc & Res Eng","Ph.D P&RE","ECMS Srvcs","100.000"
"BRED","PHGFS","27/06/2016","PHDGFS","27/06/2016","A","Ph.D in Global Food Studies","PhD GFS","GlobalFood","100.000"
"BRED","PHGSM","01/01/2015","PHDGSM","01/01/2015","A","Ph.D in Grad Sch of Management","PhD(GSM)","Business","100.000"
"BRED","PHHPS","28/06/2016","PHDPSYC","28/06/2016","A","Ph.D in Psychology","PhD.Psych","Arts FAO","100.000"
"BRED","PHHSS","01/01/2015","PHDCRWRIT","01/01/2015","I","Ph.D in Creative Writing","PhD CrWr","Arts FAO","100.000"
"BRED","PHHSS","01/01/2015","PHDENVST","01/01/2015","A","Ph.D in Environmental Studies","PhD.Env St","Arts FAO","100.000"
"BRED","PHHSS","01/01/2015","PHDGEOG","01/01/2015","A","Ph.D in Physical Geography","PhD.PGeog","Arts FAO","100.000"
"BRED","PHHSS","01/01/2015","PHDH&SS","17/08/2016","A","Ph.D in Human Society","PhD HumSoc","Arts FAO","100.000"
"BRED","PHHSS","01/01/2015","PHDH&SSCOU","01/01/2015","A","Ph.D in Arts - Cotutelle Out","PHD ArtCOU","Arts FAO","100.000"
"BRED","PHHSS","01/01/2015","PHDHSJOU","01/01/2016","A","Ph.D in Human Society JointOut","PhDHSJou","Arts Off","100.000"
"BRED","PHHSS","01/01/2015","PHDPSYCHOL","01/01/2015","A","Ph.D in Psychology","PhD.Psycho","Arts FAO","100.000"
"BRED","PHHSS","01/01/2015","PHDSIS","17/08/2016","A","Ph.D in Spatial Information Sc","PhD.SIS","Arts FAO","100.000"
"BRED","PHLAW","01/01/2017","PHDLAW","01/01/2017","A","Ph.D in Law","PhD(Law)","AdlLawSch","100.000"
"BRED","PHLAW","01/01/2017","PHDLAWJOU","01/01/2017","A","Ph.D in Law - Joint Out","PhDLawJou","AdlLawSch","100.000"
"BRED","PHMCS","01/01/2017","PHDBIOLSCI","01/01/2017","A","Ph.D in Biological Sciences","PhDM Biosc","ECMS Srvcs","100.000"
"BRED","PHMCS","01/01/2017","PHDCIVILM","01/01/2017","A","Ph.D in Civil Engineering","PhDM(Civ)","ECMS Srvcs","100.000"
"BRED","PHMCS","01/01/2017","PHDCOMPE","01/01/2017","A","Ph.D in Computer Engineering","PhDM(Comp)","ECMS Srvcs","100.000"
"BRED","PHMCS","01/01/2017","PHDCOMPSC","01/01/2017","A","Ph.D in Computer Science","Ph.D in CS","ECMS Srvcs","100.000"
"BRED","PHMCS","01/01/2017","PHDEARTHSC","01/01/2017","A","Ph.D in Earth Science","PhDM ErthS","ECMS Srvcs","100.000"
"BRED","PHMCS","01/01/2017","PHDELECM","01/01/2017","A","Ph.D in Electrical Engineering","PhDM(Elec)","ECMS Srvcs","100.000"
"BRED","PHMCS","01/01/2017","PHDM&CS","01/01/2017","A","Ph.D in Mathematics","PhD(Math)","ECMS Srvcs","100.000"
"BRED","PHMCS","01/01/2017","PHDMCSJIN","01/01/2016","A","Ph.D in Math&CompSc-Joint In","PhDMCSJIN","Eng Fac Of","100.000"
"BRED","PHMCS","01/01/2017","PHDMECHENG","01/01/2017","A","Ph.D in Mechanical Engineering","PhDM(Mech)","ECMS Srvcs","100.000"
"BRED","PHMCS","01/01/2017","PHDP&RE","01/01/2017","A","Ph.D in Proc & Res Engineering","PhDM(P&R)","ECMS Srvcs","100.000"
"BRED","PHMCS","01/01/2017","PHDPH&ACOU","01/01/2017","A","Ph.D in Phy&AS - Cotutelle Out","PHDPH&ACOU","ECMS Srvcs","100.000"
"BRED","PHMCS","01/01/2017","PHDPH&AJIN","01/01/2017","A","Ph.D in Phy&AS-Joint In","PhDPhASJIN","ECMS Srvcs","100.000"
"BRED","PHMCS","01/01/2017","PHDPH&ASTM","01/01/2017","A","Ph.D in Physics & Astro","PhDM(P&A)","ECMS Srvcs","100.000"
"BRED","PHMD","01/01/2017","PHDNURS","02/01/2017","A","Ph.D in Nursing","Ph.D(Nurs)","HlthMedSci","100.000"
"BRED","PHMD","01/01/2017","PHDPUBHLTH","02/01/2017","A","Ph.D in Public Health","Ph.D PubHl","HlthMedSci","100.000"
"BRED","PHMED","01/01/2017","PHDMED","01/01/2017","A","Ph.D in Medicine","PhD(Med)","HlthMedSci","100.000"
"BRED","PHMED","01/01/2017","PHDMEDFRJI","01/01/2017","A","Ph.D in Medicine FR-Joint In","PhDMedFRJI","HlthMedSci","100.000"
"BRED","PHMED","01/01/2017","PHDMEDFRJO","01/01/2017","A","Ph.D in Medicine FR-Joint Out","PhDMedFRJO","HlthMedSci","100.000"
"BRED","PHMED","01/01/2017","PHDMEDJIN","01/01/2017","A","Ph.D in Medicine - Joint In","PhDMedJIN","HlthMedSci","100.000"
"BRED","PHMED","01/01/2017","PHDMEDNGJI","01/01/2017","A","Ph.D in Medicine NG-Joint In","PhDMedNGJI","HlthMedSci","100.000"
"BRED","PHMED","01/01/2017","PHDMEDNGJO","01/01/2017","A","Ph.D in Medicine NG-Joint Out","PhDMedNGJO","HlthMedSci","100.000"
"BRED","PHMED","01/01/2017","PHDNUR","01/01/2017","A","Ph.D in Nursing","Ph.D(Nurs)","HlthMedSci","100.000"
"BRED","PHMED","01/01/2017","PHDPCH","01/01/2017","A","Ph.D Public & Community Health","Ph.D P&CH","HlthMedSci","100.000"
"BRED","PHMED","01/01/2017","PHDPHARMA","02/01/2017","A","Ph.D in Pharmacology","Ph.D Pharm","HlthMedSci","100.000"
"BRED","PHMED","01/01/2017","PHDPHYS","01/01/2017","A","Ph.D in Physiology","Ph.D Phys","HlthMedSci","100.000"
"BRED","PHMED","01/01/2017","PHDPSY","01/01/2017","A","Ph.D in Psychology","Ph.D Psych","HlthMedSci","100.000"
"BRED","PHMPC","01/01/2017","PHDMPCLIN","01/01/2017","A","PhD/M.Psych (Clin)","PhD/MPsycC","HlthMedSci","100.000"
"BRED","PHMPH","01/01/2017","PHDMPHLTH","01/01/2017","A","PhD/M.Psych (Hlth)","PhD/MPsycH","HlthMedSci","100.000"
"BRED","PHMPO","01/01/2017","PHDMPOHF","01/01/2017","A","PhD/M.Psych (Org&HF)","PhD/MPsyOH","HlthMedSci","100.000"
"BRED","PHOPH","01/01/2017","PHDOPHTHAL","02/01/2017","A","Ph.D in Ophthalmology","Ph.D Ophth","HlthMedSci","100.000"
"BRED","PHPRO","01/01/2016","PHDACC","02/01/2016","A","Ph.D in Accounting","PhD Acc","Profession","100.000"
"BRED","PHPRO","01/01/2016","PHDARCHURB","02/01/2016","A","Ph.D in Arch&Urban Env","PhD AUE","Profession","100.000"
"BRED","PHPRO","01/01/2016","PHDBANKFIN","02/01/2016","A","Ph.D in Banking & Finance","PhD BkFin","Profession","100.000"
"BRED","PHPRO","01/01/2016","PHDBLD","02/01/2016","A","Ph.D in Building","Ph.D Bld","Profession","100.000"
"BRED","PHPRO","01/01/2016","PHDBUSMGT","02/01/2016","A","Ph.D in Business & Mgmt","PhDBus&Mgt","Profession","100.000"
"BRED","PHPRO","01/01/2016","PHDECO&ECO","02/01/2016","A","Ph.D in Economics&Econometrics","PhDEc&Eco","Profession","100.000"
"BRED","PHPRO","01/01/2016","PHDLW","02/01/2016","A","Ph.D in Law","PhD Law","Profession","100.000"
"BRED","PHPRO","01/01/2016","PHDS&M","02/01/2016","A","Ph.D in Sales & Marketing","PhD S&M","Profession","100.000"
"BRED","PHPUB","08/11/2011","PHDPAG","01/01/2003","I","Ph.D by Publication in Ag&NatR","PhDP-Ag","Ag Office","100.000"
"BRED","PHPUB","08/11/2011","PHDPARCH","01/01/2003","I","Ph.D by Publication in Arch","PhDP-Arch","ArchOffice","100.000"
"BRED","PHPUB","08/11/2011","PHDPCOM","01/01/2003","I","Ph.D by Publication - Commerce","PhDP-Com","Com Office","100.000"
"BRED","PHPUB","08/11/2011","PHDPDENT","01/01/2003","I","Ph.D by Publication -Dentistry","PhDP-Dent","DentOffice","100.000"
"BRED","PHPUB","08/11/2011","PHDPECMS","08/11/2011","A","Ph.D by Publication - ECMS","PhDP-ECMS","Eng&Maths","100.000"
"BRED","PHPUB","08/11/2011","PHDPECO","01/01/2003","I","Ph.D by Publication -Economics","PhDP-Eco","Eco Office","100.000"
"BRED","PHPUB","08/11/2011","PHDPENG","01/01/2003","I","Ph.D by Publication -Engineerg","PhDP-Eng","Eng Office","100.000"
"BRED","PHPUB","08/11/2011","PHDPGSM","01/01/2003","I","Ph.D by Publication - GSM","PhDP-GSM","AGSB Off","100.000"
"BRED","PHPUB","08/11/2011","PHDPH&SS","01/01/2015","A","Ph.D by Publication - H&SS","PhDP-H&SS","Arts FAO","100.000"
"BRED","PHPUB","08/11/2011","PHDPHLTH","01/01/2017","A","Ph.D by Publication - HLth Sci","PhDP-HS","HlthMedSci","100.000"
"BRED","PHPUB","08/11/2011","PHDPLAW","01/01/2003","I","Ph.D by Publication - Law","PhDP-Law","Law Office","100.000"
"BRED","PHPUB","08/11/2011","PHDPM&CS","01/01/2003","I","Ph.D by Publication - Maths","PhDP-Math","MathOffice","100.000"
