"Acad_Group","Acad_Prog","Prog_Eff_Date","Acad_Plan","Eff_Date","Status","Descr","Short_Desc","Plan_Owner","Pct_Owned"
"LAW","MBLMC","01/01/2017","MBLMCMK","01/01/2017","A","M.Bus Law and M.Marketing","M.BL&M.M","AdlLawSch","100.000"
"LAW","MBLMP","01/01/2017","MBLMPA","01/01/2017","A","M.Bus Law and M.Prof Accting","M.BL M.PA","AdlLawSch","100.000"
"LAW","MBUSL","01/01/2017","MBUSILAW","01/01/2017","A","M. Business Law","M. Bus Law","AdlLawSch","100.000"
"LAW","MCLAW","01/01/2017","MCOMPLAWS","01/01/2017","A","M.Comparative Laws (Adel/Mann)","M.CompLaws","AdlLawSch","100.000"
"LAW","MELAW","14/01/2005","MENVLAW","14/01/2005","I","M.Environmental Law","M.EnvLaw","Law Office","100.000"
"LAW","MLAWC","01/01/2017","LLMCO&SEC","14/01/2005","I","M.Laws (Companies&Securities)","M.Law(C&S)","Law Office","100.000"
"LAW","MLAWC","01/01/2017","LLMCOMMERL","01/01/1901","I","M.Laws (Commercial)","M.Law(Com)","Law Office","100.000"
"LAW","MLAWC","01/01/2017","LLMCORPCOM","14/01/2005","I","M.Laws (Corporate&Commercial)","M.Law(C&C)","Law Office","100.000"
"LAW","MLAWC","01/01/2017","LLMCWK","01/01/2017","A","M.Laws","M.Laws","AdlLawSch","100.000"
"LAW","MLAWC","01/01/2017","LLMGENLST","01/01/2017","A","M.Laws (General Studies)","M.Law(GSt)","AdlLawSch","100.000"
"LAW","MLCMC","01/01/2017","MLCMC","01/01/2009","I","M.Laws and M.Commerce","MLaws/MCom","Business","50.000"
"LAW","MLCMC","01/01/2017","MLCMC","01/01/2009","I","M.Laws and M.Commerce","MLaws/MCom","Law (Inac)","50.000"
"LAW","MLCMC","01/01/2017","MLCMCA","01/01/2017","A","M.Laws & M.Com (Accounting)","M.L&M.C(A)","AdlLawSch","100.000"
"LAW","MLCMC","01/01/2017","MLCMCAF","01/01/2017","A","M.Laws and M.Com (AppFin)","M.L&M.CAF","AdlLawSch","100.000"
"LAW","MLCMC","01/01/2017","MLCMCC","01/01/2017","A","M.Laws and M.Commerce","MLaws/MCom","AdlLawSch","100.000"
"LAW","MLCMC","01/01/2017","MLCMCMK","01/01/2017","A","M.Laws & M.Marketing","M.L&M.M","AdlLawSch","100.000"
"LAW","MLMAF","01/01/2017","MLMAF","01/01/2017","A","M.Laws and M.App Fin","M.Law M.AF","AdlLawSch","100.000"
"LAW","MLMPA","01/01/2017","MLMPA","01/01/2017","A","M.Laws and M.Prof Accting","M.Law M.PA","AdlLawSch","100.000"
"LAW","PCARB","01/01/2017","PCARB","01/01/2017","A","PCert.Arbitration","PCert.Arb","AdlLawSch","100.000"
"LAW","PCMED","01/01/2017","PCMED","01/01/2017","A","PCert.Mediation","PC.Mediat","AdlLawSch","100.000"
"MATH","BCMSA","01/01/2017","BCMPSCADV","01/01/2017","A","B.Computer Science (Advanced)","B.CompScAd","ECMS Srvcs","100.000"
"MATH","BCOGR","01/01/2017","BCOMPGR","01/01/2017","A","B.Computer Graphics","B.CompGr","ECMS Srvcs","100.000"
"MATH","BCOMP","01/01/2017","BCMPSCI","01/01/2017","A","B.Computer Science","B.Comp.Sc.","ECMS Srvcs","100.000"
"MATH","BCOMP","01/01/2017","BCMPSCIS","01/01/2017","A","B. Computer Science","B.Comp.Sci","ECMS Srvcs","100.000"
"MATH","BCOMP","01/01/2017","BCOMSCSE1","01/01/2017","A","B.Comp Sci (Soft Eng)","B.CScSE","ECMS Srvcs","100.000"
"MATH","BINFO","01/01/2017","BINFOSC","01/01/2017","A","B.Information Science","B.Inf.Sc","ECMS Srvcs","100.000"
"MATH","BMASC","01/01/2017","BMATHSCI","01/01/2017","A","B.Mathematical Sciences","B.Ma.Sc.","ECMS Srvcs","100.000"
"MATH","BMSAD","01/01/2017","BMATHSCADV","01/01/2017","A","B.Math Sci (Advanced)","B.MathScAd","ECMS Srvcs","100.000"
"MATH","BSCMS","01/01/2017","BSCM&CS","01/01/2017","A","B.Math & Comp Sci","BMa&CompSc","ECMS Srvcs","100.000"
"MATH","GCCMS","01/01/2017","GCCOMPSCO","01/01/2017","A","GCert.Computer Science","GC.ComSc","ECMS Srvcs","100.000"
"MATH","GCCMS","01/01/2017","GCCOMPSCOS","01/01/2017","A","GCert.Computer Science(OS)","GC.CSc(OS)","ECMS Srvcs","100.000"
"MATH","GCMED","14/01/2005","GCMATHED","14/01/2005","I","GCert.Mathematics Education","GC.MathEd","MathOffice","100.000"
"MATH","GCMSI","01/01/2017","GCMATHSIG","01/01/2017","A","GCert.Math Signal&Info Process","Gc.MS&IP","ECMS Srvcs","100.000"
"MATH","GCSDS","01/01/2017","GCSDSIP","01/01/2017","A","GCert. in Sc (Defence SIP)","GC.ScDSIP","ECMS Srvcs","100.000"
"MATH","GCTEL","01/01/2005","GCTELECOM","01/01/2005","I","GCert.Telecommunications","GC.Telecom","MathOffice","100.000"
"MATH","GDAPS","01/01/2017","GDAPPSTAT","01/01/2017","A","GDip.Applied Statistics","GD.AppStat","ECMS Srvcs","100.000"
"MATH","GDCMS","01/01/2017","GDCOMPSCI","01/01/2017","A","GDip.Computer Science","GD.CompSc","ECMS Srvcs","100.000"
"MATH","GDCMS","01/01/2017","GDCOMPSCOS","01/01/2017","A","GDip.Computer Science(OS)","GD.CSc(OS)","ECMS Srvcs","100.000"
"MATH","GDMSC","01/01/2017","GDMATHSCI","01/01/2017","A","GDip.Mathematical Sciences","GD.MathSc","ECMS Srvcs","100.000"
"MATH","GDSDS","01/01/2017","GDSDSIP","01/01/2017","A","GDip.Sc (Defence Sig Inf Proc)","GDip.SDSIP","ECMS Srvcs","100.000"
"MATH","HCOMP","01/01/2017","HBCOMPSC","01/01/2017","A","B.Computer Science - honours","HB.CompSc","ECMS Srvcs","100.000"
"MATH","HMASC","01/01/2017","HBMATHSCI","01/01/2017","A","B.Mathematical Sciences - hons","HB.MathSci","ECMS Srvcs","100.000"
"MATH","HSMCS","01/01/2017","HBSCM&CS","01/01/2017","A","B.Ma. & Comp. Sc. - honours","HBMaCompS","ECMS Srvcs","100.000"
"MATH","MASCO","14/01/2005","MAPSCCOM","14/01/2005","I","M.App Sc (Communications)","M.ApS(Com)","MathOffice","100.000"
"MATH","MCOMI","01/01/2017","MCOMPINNOV","01/01/2017","A","M.Computing & Innovation","M.Comp&In","ECMS Srvcs","100.000"
"MATH","MCOMS","01/01/2017","MCMPSCI","01/01/2017","A","M.Computer Science","M.CompSc","ECMS Srvcs","100.000"
"MATH","MIT","01/01/2017","MINFOTECH","01/01/2017","A","M.Information Technology","M.Inf.Tec","ECMS Srvcs","100.000"
"MATH","MMASC","01/01/2017","MMATHSCI","01/01/2017","A","M. Mathematical Sciences","M. MathSci","ECMS Srvcs","100.000"
"MATH","MMSC","01/01/2017","MMATHSC","01/01/2017","A","M.Mathematical Science","M.MathSc","ECMS Srvcs","100.000"
"MATH","MMSIP","01/01/2017","MMATHSCSIP","01/01/2017","A","M.Maths Sc (Sig&Info Proc)","MMaSc(SIP)","ECMS Srvcs","100.000"
"MATH","MSCDS","01/01/2017","MSCDSIP","01/01/2017","A","M.Sciences (Def Sig Inf Proc)","M.ScDSIP","ECMS Srvcs","100.000"
"MATH","MSCMQ","01/01/2017","MSCM&CSQU","01/01/2017","A","M.Sc (Math&CompSc)-qualifying","QMSc(M&CS)","ECMS Srvcs","100.000"
"MED","BHLTA","01/01/2017","BHLTHSCADV","01/01/2017","A","B.Health Sciences (Advanced)","B.HSc(Adv)","HlthMedSci","100.000"
"MED","BHLTH","01/01/2017","BHEALTHSC","01/01/2017","A","B.Health Sciences","B.HlthSc","HlthMedSci","100.000"
"MED","BHMS","01/01/2017","BHLTHMSC","02/01/2017","A","B.Health & Medical Sciences","B.HMS","HlthMedSci","100.000"
"MED","BHMSA","01/01/2017","BHLTHMSCA","02/01/2017","A","B.Health & Medical Sci (Adv)","B.HMS(Adv)","HlthMedSci","100.000"
"MED","BHSMC","01/01/2017","BHLTHBMCS","01/01/2017","A","B.HlthSci with B.Math&CompSci","BHS/BM&CS","HlthMedSci","100.000"
"MED","BHSMC","01/01/2017","BMCSBHLTH","01/01/2017","A","B.Math&CompSci with B.HlthSci","BM&CS/BHS","ECMS Srvcs","100.000"
"MED","BMBBS","02/01/2016","BMBBS","12/08/2016","A","B.Medicine & B.Surgery","MBBS","Medicine","100.000"
"MED","BNUPR","01/01/2017","BNURPSTREG","01/01/2017","A","B.Nursing (Post Reg)","B.N(PstRe)","AdlNursSch","100.000"
"MED","BNURS","01/01/2017","BNURSING","01/01/2017","A","B.Nursing","B.Nursing","AdlNursSch","100.000"
"MED","BOSTD","01/01/2016","BOSTD","01/01/2016","A","Bridging OS Trained Doctors","Bridg OTD","Medicine","100.000"
"MED","BPSYC","01/01/2014","BPSYC","01/01/2009","A","B.Psychological Science","B.Psych Sc","Psychology","100.000"
"MED","BSSBH","01/01/2017","BHEALTHD1","01/01/2017","A","B.Health Sc with B.Social Sc","BHlthS/BSS","HlthMedSci","100.000"
"MED","BSSBH","01/01/2017","BSOCIALD1","03/03/2016","A","B.Social Sc with B.Hlth Sc","BSS/BHlthS","Arts FAO","100.000"
"MED","GCADS","01/01/2016","GCALCDRUGS","20/07/2004","A","GCert.Alcohol and Drug Studies","GCert.A&DS","Medicine","100.000"
"MED","GCBPC","14/01/2005","GCB&PCCOUN","14/01/2005","I","GCert.Brvmnt&Palliat CareCouns","GC.B&PCC","Genrl Prac","100.000"
"MED","GCBST","08/08/2008","GCBIOSTAT","15/06/2017","A","GCert.Biostatistics","GC.Biostat","PublicHlth","100.000"
"MED","GCCP","01/01/2016","GCCOUNPSY","01/01/2016","A","GC.Counselling & Psychotherapy","GC.C&Psy","PublicHlth","100.000"
"MED","GCGPC","01/01/2016","GCGPCC","01/01/2016","A","GC. Grief & Palliat.Care Couns","GC.Gr&PCC","PublicHlth","100.000"
"MED","GCHAN","01/01/2016","GCHUMANAT","01/01/2016","A","GCert.Human Anatomy","GC.HumAnat","MedSci","100.000"
"MED","GCHE","01/01/2012","GCHLTHEC","15/06/2017","A","GCert.Health Economics","GC.HlthEc","PublicHlth","100.000"
"MED","GCHNU","14/01/2005","GCHYPERBNU","14/01/2005","I","GCert.Hyperbaric Nursing","GC.HypNurs","Clin Nurse","100.000"
"MED","GCIAS","01/01/2016","GCINTADST","01/01/2016","A","GCert. Int. Addiction Studies","GC.IntAdSt","MedSci","100.000"
"MED","GCNSC","01/01/2017","GCNS","14/01/2005","I","GCert.Nursing Sc","GC.Nurs Sc","Med Office","100.000"
"MED","GCNSC","01/01/2017","GCNSAPHER","01/01/2017","A","GCert.Nursing Sc (Apheresis)","GCNS Apher","AdlNursSch","100.000"
"MED","GCNSC","01/01/2017","GCNSCEBP","01/01/2017","A","GCert.Nursing Sc (Evid-B Pr)","GCNS EBP","AdlNursSch","100.000"
"MED","GCNSC","01/01/2017","GCNSHYPBAR","01/01/2017","A","GCert.Nursing Sc (Hyperbaric)","GCNS Hyper","AdlNursSch","100.000"
"MED","GCNSC","01/01/2017","GCNSINFCNT","01/01/2017","A","GCert.Nursing Sc (Infect Cnt)","GCNS Infec","AdlNursSch","100.000"
"MED","GCNSC","01/01/2017","GCNSRETRVL","01/01/2017","A","GCert.Nursing Sc (Retrieval)","GCNS Retrv","AdlNursSch","100.000"
"MED","GCNSC","01/01/2017","GCNSSTOMTH","14/01/2005","I","GCert.Nursing Sc (StomalTher)","GCNSStomal","Clin Nurse","100.000"
"MED","GCNSC","01/01/2017","GCNSTRAUMA","14/01/2005","I","GCert.Nursing Sc (Trauma)","GCNS Traum","Clin Nurse","100.000"
"MED","GCNSC","01/01/2017","GDNSEVIDBP","23/10/2003","I","GD.NursingSc (Evid-Based Pr)","GD.NSEBP","Clin Nurse","100.000"
"MED","GCOHS","01/01/2016","GCOH&SMGT","10/10/2013","A","GCert.Occ Health & Safety Mgmt","GC.OH&SMgt","PublicHlth","100.000"
"MED","GCPUH","01/01/2016","GCPUBHLTH","15/06/2017","A","GCert.Public Health","GC.PubHlth","PublicHlth","100.000"
"MED","GCRNU","14/01/2005","GCRETRNURS","14/01/2005","I","GCert.Retrieval Nursing","GC.RetNurs","Clin Nurse","100.000"
"MED","GCTNU","01/04/2000","GCTRAUMNUR","01/01/1901","I","GCert.Trauma Nursing","GC.TrauNur","Med Office","100.000"
"MED","GDACN","01/01/2010","GDACUTEN","01/01/2010","I","GDip.NS (Acute Nursing)","GD.NSAcN","Nursing","100.000"
"MED","GDADS","01/01/2016","GDALC&DRUG","01/01/2016","A","GDip.Alcohol & Drug Studies","GD.AlDrgSt","MedSci","100.000"
"MED","GDAMH","01/01/2017","GDADMHLT","01/01/2017","A","GDip.Addiction & Mental Health","GD.AdMeHlt","AdlNursSch","100.000"
"MED","GDANU","14/01/2005","GDANAENURS","14/01/2005","I","GDip.Anaesthetic Nursing","GD.AnaNurs","Clin Nurse","100.000"
"MED","GDBST","08/08/2008","GDBIOSTAT","15/06/2017","A","G.Dip in Biostatistics","GD.Biostat","PublicHlth","100.000"
"MED","GDCLN","14/01/2005","GDCLINNUR","14/01/2005","I","GDip.Clinical Nursing","GD.CliNurs","Clin Nurse","100.000"
"MED","GDCLS","01/01/2010","GDCLINSC","01/01/2010","I","GDip.Clinical Science","GD.CliSc","MedSch Grp","100.000"
"MED","GDCNU","14/01/2005","GDCARDNUR","14/01/2005","I","GDip.Cardiac Nursing","GD.CardNur","Clin Nurse","100.000"
"MED","GDCP","01/01/2016","GDCOUNPSY","01/01/2016","A","GD.Counselling & Psychotherapy","GDip.C&Psy","PublicHlth","100.000"
"MED","GDCPN","14/01/2005","GDCOMPSYN","14/01/2005","I","GDip.Community Psych Nursing","GD.CPNurs","Clin Nurse","100.000"
"MED","GDEMN","14/01/2005","GDEMERNUR","14/01/2005","I","GDip.Emergency Nursing","GD.EmNurs","Clin Nurse","100.000"
"MED","GDGEN","14/01/2005","GDGERONURS","14/01/2005","I","GDip.Gerontological Nursing","GD.GerNurs","Clin Nurse","100.000"
"MED","GDGNU","01/04/2000","GDGENNUR","01/01/1901","I","GDip.General Nursing","GD.GenNurs","Clin Nurse","100.000"
"MED","GDGPC","01/01/2016","GDGPCC","01/01/2016","A","GDip. Grief&Palliat Care Couns","GD.Gr&PCC","PublicHlth","100.000"
"MED","GDGPN","14/01/2005","GDGPNURS","14/01/2005","I","GDip.General Practice Nursing","GD.GPNurs","Clin Nurse","100.000"
"MED","GDGPP","01/04/2000","GDGPPALLCA","01/01/1901","I","GDip.Gen Pract Palliative Care","GD.GPPCare","Genrl Prac","100.000"
"MED","GDGPS","01/04/2000","GDGPPSY","01/01/1901","I","GDip.Gen Prac Psychotherapy","GD.GPPsy","Genrl Prac","100.000"
"MED","GDHDN","14/01/2005","GDHIDEPNUR","14/01/2005","I","GDip.High Depend Nursing","GD.HDNurs","Clin Nurse","100.000"
"MED","GDHE","01/01/2012","GDHLTHEC","15/06/2017","A","GDip.Health Economics","GD.HlthEc","PublicHlth","100.000"
"MED","GDIAS","01/01/2016","GDINTADST","01/01/2016","A","GDip. Int. Addiction Studies","GD.IntAdSt","MedSci","100.000"
"MED","GDICN","14/01/2005","GDINTCAREN","14/01/2005","I","GDip.Intens Care Nursing","GD.ICNurs","Clin Nurse","100.000"
"MED","GDMNU","01/04/2000","GDMEDNURS","01/01/1901","I","GDip.Medical Nursing","GD.MedNurs","Clin Nurse","100.000"
"MED","GDNSC","01/01/2017","GDNS","01/01/2017","A","GDip.Nursing Science","GDip.NurSc","AdlNursSch","100.000"
"MED","GDNSC","01/01/2017","GDNSACCARE","01/01/2017","A","GDip.Nursing Sc (Acute Care)","GDip.NACN","AdlNursSch","100.000"
"MED","GDNSC","01/01/2017","GDNSANAENU","14/01/2005","I","GDip.Nursing Sc (Anaesthetic)","GD.NSAnaes","Clin Nurse","100.000"
"MED","GDNSC","01/01/2017","GDNSANAREC","01/01/2017","A","GDip.Nursing Sc (Anae&Recov)","GDip.NSA&R","AdlNursSch","100.000"
"MED","GDNSC","01/01/2017","GDNSBURNS","01/01/2017","A","GDip.Nursing Sc (Burns)","GD.NSBurns","AdlNursSch","100.000"
"MED","GDNSC","01/01/2017","GDNSCARDIA","01/01/2017","A","GDip.Nursing Sc (Cardiac)","GD.NSCardi","AdlNursSch","100.000"
"MED","GDNSC","01/01/2017","GDNSCLINIC","01/01/2010","I","GDip.Nursing Sc (Clinical)","GD.NSClin","Nursing","100.000"
"MED","GDNSC","01/01/2017","GDNSCOMHLT","01/01/2017","A","GDip.Nursing Sc (Commun. Hlth)","GD.NSComHl","AdlNursSch","100.000"
"MED","GDNSC","01/01/2017","GDNSCOMPSY","01/01/2010","I","GDip.Nursing Sc (Commun.Psych)","GD.NSComPs","Nursing","100.000"
"MED","GDNSC","01/01/2017","GDNSDIST","01/01/2010","I","GDip.Nursing Sc (District)","GD.NSDistr","Nursing","100.000"
"MED","GDNSC","01/01/2017","GDNSEMERGY","01/01/2017","A","GDip.Nursing Sc (Emergency)","GD.NSEmerg","AdlNursSch","100.000"
"MED","GDNSC","01/01/2017","GDNSEVIDPR","01/01/2017","A","GDip.Nursing Sc (Evid-B Pr)","GD.NSEBP","AdlNursSch","100.000"
"MED","GDNSC","01/01/2017","GDNSGENPRA","01/01/2010","I","GDip.Nursing Sc (Gen Practice)","GD.NSGenPr","Nursing","100.000"
"MED","GDNSC","01/01/2017","GDNSGERONT","01/01/2017","A","GDip.Nursing Sc (Gerontologic)","GD.NSGeron","AdlNursSch","100.000"
"MED","GDNSC","01/01/2017","GDNSHIDEP","01/01/2010","I","GDip.Nursing Sc (High Depend)","GD.NSHiDep","Nursing","100.000"
"MED","GDNSC","01/01/2017","GDNSINFCN","01/01/2017","A","GDip.Nursing Sc (Inf Con Nurs)","GDip.NSICN","AdlNursSch","100.000"
"MED","GDNSC","01/01/2017","GDNSINTCAR","01/01/2017","A","GDip.Nursing Sc (Intens Care)","GDNSInCare","AdlNursSch","100.000"
"MED","GDNSC","01/01/2017","GDNSMEDIC","14/01/2005","I","GDip.Nursing Sc (Medical)","GD.NSMedic","Clin Nurse","100.000"
"MED","GDNSC","01/01/2017","GDNSMENTHN","01/01/2017","A","GDip.Nursing Sc (Mental HNur)","GD.NSMentH","AdlNursSch","100.000"
"MED","GDNSC","01/01/2017","GDNSONCOL","01/01/2017","A","GDip.Nursing Sc (Oncology)","GD.NSOncol","AdlNursSch","100.000"
"MED","GDNSC","01/01/2017","GDNSORTHOP","01/01/2017","A","GDip.Nursing Sc (Orthopaedic)","GD.NSOrtho","AdlNursSch","100.000"
"MED","GDNSC","01/01/2017","GDNSPERIOP","01/01/2017","A","GDip.Nursing Sc (Perioperat)","GD.NSPerOp","AdlNursSch","100.000"
"MED","GDNSC","01/01/2017","GDNSPUBHLT","14/01/2005","I","GDip.Nursing Sc (Public Hlth)","GD.NSPubHl","Clin Nurse","100.000"
"MED","GDNSC","01/01/2017","GDNSRECOV","14/01/2005","I","GDip.Nursing Sc (Recovery)","GDNS Recov","Clin Nurse","100.000"
"MED","GDNSC","01/01/2017","GDNSRURAL","01/01/2010","I","GDip.Nursing Sc (Rural)","GD.NSRural","Nursing","100.000"
"MED","GDNSC","01/01/2017","GDNSSURGER","14/01/2005","I","GDip.Nursing Sc (Surgical)","GD.NSSurg","Clin Nurse","100.000"
"MED","GDOCH","14/01/2005","GDOCCHLTH","14/01/2005","I","GDip.Occupational Health","GD.OccHth","Pub Health","100.000"
"MED","GDOHS","01/01/2016","GDOH&SMGT","15/06/2017","A","GDip.Occ Health & Safety Mgt","GD.OH&SMgt","PublicHlth","100.000"
"MED","GDONN","14/01/2005","GDONCOLNUR","14/01/2005","I","GDip.Oncology Nursing","GD.OncNurs","Clin Nurse","100.000"
"MED","GDORN","01/04/2000","GDORTHONUR","01/01/1901","I","GDip.Orthopaedic Nursing","GD.OrthNur","Clin Nurse","100.000"
"MED","GDPCN","01/04/2000","GDPALCAREN","01/01/1901","I","GDip.Palliative Care Nursing","GD.PCNurs","Clin Nurse","100.000"
"MED","GDPHN","14/01/2005","GDPUBHLTHN","14/01/2005","I","GDip.Public Health Nursing","GD.PHNurs","Clin Nurse","100.000"
"MED","GDPON","14/01/2005","GDPERIOPNU","14/01/2005","I","GDip.Peri-Operat Nursing","GD.POpNurs","Clin Nurse","100.000"
"MED","GDPSC","23/09/2013","GDPSYCH","23/09/2013","A","GDip.Psychological Sciences","GDip.PsySc","Psychology","100.000"
"MED","GDPSY","01/04/2000","GDPSYCHO","01/04/2000","I","GDip.Psychotherapy","GD.Psycoth","Psychiatry","100.000"
"MED","GDPUH","01/01/2016","GDPUBHLTH","15/06/2017","A","GDip.Public Health","GD.PubHlth","PublicHlth","100.000"
"MED","GDSUN","01/04/2000","GDSURGNURS","01/01/1901","I","GDip.Surgical Nursing","GD.SurgNur","Clin Nurse","100.000"
"MED","HHLTH","01/01/2017","HBHEALTHSC","01/01/2017","A","B.Health Sciences - honours","HB.HlthSc","HlthMedSci","100.000"
"MED","HHMSC","17/12/2016","HBHLTHMEDS","08/09/2016","A","B.Health & Med Sci - honours","HBHlthMedS","Medicine","100.000"
"MED","HMEDS","01/01/2016","HBMEDSC","01/01/2017","A","B.Medical Science - honours","HB.MedSc","AdlMedSch","100.000"
"MED","HNURS","01/01/2017","HBNURSING","01/01/2017","A","B.Nursing - honours","HB.Nursing","AdlNursSch","100.000"
"MED","HPSY","07/10/2014","HBPSYC","08/10/2014","A","B.Psychological Science - hons","HB.PsySci","Psychology","100.000"
"MED","HPSYC","23/09/2013","HBPSYCH","23/09/2013","A","B.Psychology - honours","HB.Psych","Psychology","100.000"
"MED","HSCEN","01/01/2017","HSCENAB","01/01/2017","A","Health Science Enabling","HSc Enab","HlthMedSci","100.000"
"MED","MADS","01/01/2016","MALC&DRUG","01/01/2016","A","M.Alcohol & Drug Studies","M.AlDrgSt","MedSci","100.000"
"MED","MAPSY","14/01/2005","MAPPPSYC","14/01/2005","I","M.Applied Psychology","M.AppPsych","H&SS FO","100.000"
"MED","MAS","01/01/2016","MADDSTUD","01/01/2016","A","M.Science in Addiction Studies","M.ScAS","MedSci","100.000"
"MED","MBST","08/08/2008","MBIOSTATS","15/06/2017","A","M. Biostatistics","M.Biostat","PublicHlth","100.000"
"MED","MCLNU","01/01/2017","MCLINUR","01/01/2017","A","M.Clinical Nursing","M.ClinNurs","AdlNursSch","100.000"
"MED","MCP","01/01/2016","MCOUNPSY","15/06/2017","A","M.Counselling & Psychotherapy","M.Coun&Psy","PublicHlth","100.000"
"MED","MCP","01/01/2016","MCOUNPSYGL","03/03/2016","A","M.Co.Psy.(Grief, Loss&Trauma)","M.CPsyGL&T","PublicHlth","100.000"
"MED","MCP","01/01/2016","MCOUNPSYGP","03/03/2016","A","M.Cou.Psy.(Grief & Palli.Care)","M.CPsyG&PC","PublicHlth","100.000"
"MED","MCP","01/01/2016","MCOUNPSYLW","03/03/2016","A","M.Co.Psy.(Lifestyle&Wellbeing)","M.CPsyL&W","PublicHlth","100.000"
"MED","MCP","01/01/2016","MCOUNPSYMH","03/03/2016","A","M.Coun. & Psy.(Mental Health)","M.CPsyMH","PublicHlth","100.000"
"MED","MGPCC","01/01/2016","MGRIEFPCC","01/01/2016","A","M.Grief & Palliat. Care Couns.","M.Gr&PCC","PublicHlth","100.000"
"MED","MHEP","08/08/2008","MHLTHECPOL","12/06/2008","A","M.Health Economics & Policy","M.HlthEc&P","PublicHlth","50.000"
"MED","MHEP","08/08/2008","MHLTHECPOL","12/06/2008","A","M.Health Economics & Policy","M.HlthEc&P","Sch Econ","50.000"
"MED","MMEDQ","01/01/2016","MMEDQUAL","01/01/2016","A","M.Med - qualifying","QM.Med","Medicine","100.000"
"MED","MMIS","01/01/2016","MMININVSUR","01/01/2016","A","M.Minimally Invasive Surgery","M.MinInvSu","SurgSpec","100.000"
"MED","MMIS","01/01/2016","MMISOL","01/01/2016","A","M.Min Invas Surg (OL)","M.MIS(OL)","SurgSpec","100.000"
"MED","MNP","01/01/2017","MNURPRAC","01/01/2017","A","M.Nurse Practitioner","M.NursPrac","AdlNursSch","100.000"
"MED","MNUSC","01/01/2017","MNURSCAC","01/01/2017","A","M.Nursing Science (Acute Care)","M.NurSc AC","AdlNursSch","100.000"
"MED","MNUSC","01/01/2017","MNURSCAR","01/01/2017","A","M.Nursing Science (Anae & Rec)","M.NurSc AR","AdlNursSch","100.000"
"MED","MNUSC","01/01/2017","MNURSCBN","01/01/2017","A","M.Nursing Science (Burns)","M.NurSc Bu","AdlNursSch","100.000"
"MED","MNUSC","01/01/2017","MNURSCCHPC","01/01/2017","A","M.Nursing Science (ComHlth&PC)","M.NurScCHP","AdlNursSch","100.000"
"MED","MNUSC","01/01/2017","MNURSCCN","01/01/2017","A","M.Nursing Science (Cardiac)","M.NurSc Ca","AdlNursSch","100.000"
"MED","MNUSC","01/01/2017","MNURSCEN","01/01/2017","A","M.Nursing Science (Emergency)","M.NurSc Em","AdlNursSch","100.000"
"MED","MNUSC","01/01/2017","MNURSCGN","01/01/2017","A","M.Nursing Science (Geron)","M.NurSc Ge","AdlNursSch","100.000"
"MED","MNUSC","01/01/2017","MNURSCIC","01/01/2017","A","M.Nursing Science (Int Care)","M.NurSc IC","AdlNursSch","100.000"
"MED","MNUSC","01/01/2017","MNURSCICN","01/01/2017","A","M.Nursing Science (Infec Cont)","M.NurScICN","AdlNursSch","100.000"
"MED","MNUSC","01/01/2017","MNURSCMH","01/01/2017","A","M.Nursing Science(Mental Hlth)","M.NurSc MH","AdlNursSch","100.000"
"MED","MNUSC","01/01/2017","MNURSCON","01/01/2017","A","M.Nursing Science (Oncology)","M.NurSc On","AdlNursSch","100.000"
"MED","MNUSC","01/01/2017","MNURSCOR","01/01/2017","A","M.Nursing Science (Ortho)","M.NurSc Or","AdlNursSch","100.000"
"MED","MNUSC","01/01/2017","MNURSCPN","01/01/2017","A","M.Nursing Science (Periop)","M.NurSc Pe","AdlNursSch","100.000"
"MED","MNUSC","01/01/2017","MNURSCRN","01/01/2017","A","M.Nursing Science (Renal)","M.NurSc Re","AdlNursSch","100.000"
"MED","MNUSC","01/01/2017","MNURSSC","01/01/2017","A","M.Nursing Science","M.NursSc","AdlNursSch","100.000"
"MED","MOH&S","01/01/2016","MOH&S","15/06/2017","A","M.Occupational Health & Safety","M.OH&S","PublicHlth","100.000"
"MED","MPAS","01/01/2016","MPHYSAS","01/01/2016","A","M.Physician Asst Studies","M.Phys AS","Medicine","100.000"
"MED","MPH","01/01/2016","MPUBHLT","15/06/2017","A","M. Public Health","MPH","PublicHlth","100.000"
"MED","MPOHF","23/08/2011","MPSYCHOHM","01/01/2002","A","M.Psychol. Org.& Human Factors","M.Psy.OHF","Psychology","100.000"
"MED","MPSYC","01/01/2016","MCLINPSY","01/01/2006","A","M.Psych (Clinical)","M.Psy(C)","Psychology","100.000"
"MED","MPSYD","03/03/2016","MPSYDEF","03/03/2016","A","M.Clinical Psychology(Defence)","M.ClPsy(D)","Psychology","100.000"
"MED","MPSYH","23/08/2011","MPSYHEALTH","01/01/2016","A","M.Psych (Health)","M.Psych(H)","Psychology","100.000"
"MED","MPUBH","01/01/2016","MPUBHLTH","11/11/2013","A","M.Public Health","MPH","PublicHlth","100.000"
"MED","MRSPH","09/11/2015","MRSPUBHLTH","15/06/2017","A","M.Research St (Public Health)","M.ResStPH","PublicHlth","100.000"
"MED","MSCAS","01/01/2016","MSCADDSTUD","01/01/2016","A","M.Science in Addiction Stud","M.SciAS","MedSci","100.000"
"MED","MSUSC","01/01/2016","MSURSCI","01/01/2016","A","M.Surgical Science","M.Surg Sci","SurgSpec","100.000"
